"t / s";"CH1 / V";"CH2 / V";"f / Hz";"SP1 / dB";"SP2 / dB"
8,4e-05;5,13131;8,08081;4.200;-54,1173;-60
8,5e-05;5,13131;8,06061;4.250;-55,9549;-60
8,6e-05;5,13131;8,06061;4.300;-60;-60
8,7e-05;5,12727;8,08081;4.350;-24,3172;-60
8,8e-05;5,13131;8,08081;4.400;-13,0577;-60
8,9e-05;5,13131;8,08081;4.450;-17,16;-60
9e-05;5,13131;8,08081;4.500;-43,4263;-60
9,1e-05;5,13131;8,08081;4.550;-60;-60
9,2e-05;5,13131;8,08081;4.600;-60;-60
9,3e-05;5,12727;8,06061;4.650;-60;-60
9,4e-05;5,12727;8,08081;4.700;-60;-60
9,5e-05;5,12727;8,08081;4.750;-60;-60
9,6e-05;5,13131;8,08081;4.800;-60;-60
9,7e-05;5,12727;8,08081;4.850;-21,3302;-60
9,8e-05;5,13131;8,08081;4.900;-13,4968;-60
9,9e-05;5,13131;8,08081;4.950;-20,6585;-60
0,0001;5,13131;8,08081;5.000;-60;-60
0,000101;5,13131;8,08081;5.050;-60;-60
0,000102;5,13131;8,08081;5.100;-60;-60
0,000103;5,12727;8,08081;5.150;-60;-60
0,000104;5,13131;8,08081;5.200;-60;-60
0,000105;5,13131;8,08081;5.250;-60;-60
0,000106;5,13131;8,08081;5.300;-50,2702;-60
0,000107;5,13131;8,08081;5.350;-21,4327;-60
0,000108;5,12727;8,08081;5.400;-16,7296;-60
0,000109;5,13131;8,08081;5.450;-27,1981;-60
0,00011;5,12727;8,08081;5.500;-60;-60
0,000111;5,12727;8,08081;5.550;-60;-60
0,000112;5,13131;8,08081;5.600;-60;-60
0,000113;5,13131;8,08081;5.650;-60;-60
0,000114;5,13131;8,08081;5.700;-60;-60
0,000115;5,13131;8,08081;5.750;-60;-60
0,000116;5,12727;8,06061;5.800;-48,0277;-60
0,000117;5,13131;8,08081;5.850;-26,4039;-60
0,000118;5,13131;8,06061;5.900;-24,7171;-60
0,000119;5,13131;8,08081;5.950;-38,801;-60
0,00012;5,13131;8,06061;6.000;-60;-60
0,000121;5,13131;8,08081;6.050;-60;-60
0,000122;5,13131;8,06061;6.100;-60;-60
0,000123;5,13131;8,08081;6.150;-60;-60
0,000124;5,13131;8,08081;6.200;-60;-60
0,000125;5,13131;8,08081;6.250;-60;-60
0,000126;5,13131;8,06061;6.300;-49,5597;-60
0,000127;5,13131;8,06061;6.350;-35,4157;-60
0,000128;5,13131;8,08081;6.400;-36,0872;-60
0,000129;5,13131;8,08081;6.450;-56,7344;-60
0,00013;5,13131;8,08081;6.500;-60;-60
0,000131;5,13131;8,08081;6.550;-60;-60
0,000132;5,12727;8,08081;6.600;-60;-60
0,000133;5,13131;8,08081;6.650;-60;-60
0,000134;5,13131;8,06061;6.700;-60;-60
0,000135;5,13131;8,08081;6.750;-60;-60
0,000136;5,13131;8,08081;6.800;-32,7508;-60
0,000137;5,13131;8,08081;6.850;-21,4064;-60
0,000138;5,12727;8,08081;6.900;-25,3095;-60
0,000139;5,13131;8,08081;6.950;-51,4214;-60
0,00014;5,13131;8,08081;7.000;-60;-60
0,000141;5,13131;8,08081;7.050;-60;-60
0,000142;5,12727;8,08081;7.100;-60;-60
0,000143;5,13131;8,08081;7.150;-60;-60
0,000144;5,12727;8,06061;7.200;-60;-60
0,000145;5,13131;8,08081;7.250;-60;-60
0,000146;5,13131;8,08081;7.300;-25,8053;-60
0,000147;5,13131;8,08081;7.350;-17,8132;-60
0,000148;5,13131;8,08081;7.400;-24,8025;-60
0,000149;5,12323;8,08081;7.450;-60;-60
0,00015;5,13131;8,08081;7.500;-60;-60
0,000151;5,13131;8,06061;7.550;-60;-60
0,000152;5,13131;8,08081;7.600;-60;-60
0,000153;5,13131;8,08081;7.650;-60;-60
0,000154;5,13131;8,08081;7.700;-60;-60
0,000155;5,12727;8,08081;7.750;-51,3458;-60
0,000156;5,13131;8,08081;7.800;-22,4797;-60
0,000157;5,13131;8,08081;7.850;-17,5977;-60
0,000158;5,13131;8,08081;7.900;-27,9186;-60
0,000159;5,12727;8,08081;7.950;-60;-60
0,00016;5,13131;8,08081;8.000;-60;-60
0,000161;5,13131;8,08081;8.050;-60;-60
0,000162;5,13131;8,08081;8.100;-60;-60
0,000163;5,13131;8,08081;8.150;-60;-60
0,000164;5,13131;8,08081;8.200;-60;-60
0,000165;5,13131;8,06061;8.250;-43,2468;-60
0,000166;5,13131;8,06061;8.300;-22,0404;-60
0,000167;5,13131;8,0404;8.350;-20,1148;-60
0,000168;5,13131;8,08081;8.400;-34,2026;-60
0,000169;5,13131;8,08081;8.450;-60;-60
0,00017;5,13131;8,08081;8.500;-60;-60
0,000171;5,13131;8,08081;8.550;-60;-60
0,000172;5,13131;8,08081;8.600;-60;-60
0,000173;5,13131;8,08081;8.650;-60;-60
0,000174;5,13131;8,08081;8.700;-60;-60
0,000175;5,12727;8,08081;8.750;-41,4033;-60
0,000176;5,13131;8,08081;8.800;-25,2902;-60
0,000177;5,13131;8,08081;8.850;-26,2742;-60
0,000178;5,13131;8,08081;8.900;-44,8878;-60
0,000179;5,13131;8,08081;8.950;-60;-60
0,00018;5,13131;8,08081;9.000;-60;-60
0,000181;5,13131;8,08081;9.050;-60;-60
0,000182;5,13131;8,08081;9.100;-60;-60
0,000183;5,13131;8,08081;9.150;-60;-60
0,000184;5,13131;8,08081;9.200;-60;-60
0,000185;5,13131;8,08081;9.250;-56,4074;-60
0,000186;5,13131;8,08081;9.300;-43,0494;-60
0,000187;5,13131;8,08081;9.350;-47,4509;-60
0,000188;5,13131;8,08081;9.400;-60;-60
0,000189;5,13131;8,08081;9.450;-60;-60
0,00019;5,13131;8,08081;9.500;-60;-60
0,000191;5,13131;8,08081;9.550;-60;-60
0,000192;5,13131;8,08081;9.600;-60;-60
0,000193;5,13131;8,08081;9.650;-60;-60
0,000194;5,13131;8,08081;9.700;-60;-60
0,000195;5,13131;8,08081;9.750;-35,0831;-60
0,000196;5,13131;8,08081;9.800;-26,9666;-60
0,000197;5,13131;8,08081;9.850;-33,7643;-60
0,000198;5,12727;8,08081;9.900;-60;-60
0,000199;5,13131;8,08081;9.950;-60;-60
0,0002;5,13131;8,08081;10.000;-60;-60
0,000201;5,13131;8,08081;10.050;-60;-60
0,000202;5,13131;8,08081;10.100;-60;-60
0,000203;5,13131;8,08081;10.150;-60;-60
0,000204;5,13131;8,08081;10.200;-55,4756;-60
0,000205;5,13131;8,08081;10.250;-26,9535;-60
0,000206;5,13131;8,08081;10.300;-21,9019;-60
0,000207;5,12727;8,08081;10.350;-32,0499;-60
0,000208;5,13131;8,08081;10.400;-60;-60
0,000209;5,13131;8,08081;10.450;-60;-60
0,00021;5,13131;8,08081;10.500;-60;-60
0,000211;5,12727;8,08081;10.550;-60;-60
0,000212;5,13131;8,08081;10.600;-60;-60
0,000213;5,13131;8,08081;10.650;-60;-60
0,000214;5,13131;8,08081;10.700;-44,4953;-60
0,000215;5,12727;8,08081;10.750;-23,2692;-60
0,000216;5,13131;8,08081;10.800;-21,1604;-60
0,000217;5,12727;8,08081;10.850;-35,0969;-60
0,000218;5,13131;8,08081;10.900;-60;-60
0,000219;5,13131;8,08081;10.950;-60;-60
0,00022;5,13131;8,08081;11.000;-59,7957;-60
0,000221;5,12727;8,08081;11.050;-60;-60
0,000222;5,13131;8,08081;11.100;-60;-60
0,000223;5,13131;8,08081;11.150;-60;-60
0,000224;5,13131;8,08081;11.200;-38,5386;-60
0,000225;5,13131;8,08081;11.250;-22,4743;-60
0,000226;5,13131;8,08081;11.300;-23,2495;-60
0,000227;5,12727;8,06061;11.350;-41,7588;-60
0,000228;5,13131;8,08081;11.400;-60;-60
0,000229;5,13131;8,08081;11.450;-60;-60
0,00023;5,13131;8,08081;11.500;-60;-60
0,000231;5,13131;8,08081;11.550;-60;-60
0,000232;5,13131;8,08081;11.600;-60;-60
0,000233;5,13131;8,08081;11.650;-60;-60
0,000234;5,13131;8,08081;11.700;-36,7305;-60
0,000235;5,13131;8,08081;11.750;-24,7787;-60
0,000236;5,13131;8,08081;11.800;-28,472;-60
0,000237;5,13131;8,06061;11.850;-53,2492;-60
0,000238;5,13131;8,08081;11.900;-60;-60
0,000239;5,13131;8,08081;11.950;-60;-60
0,00024;5,13131;8,06061;12.000;-60;-60
0,000241;5,13131;8,08081;12.050;-60;-60
0,000242;5,12727;8,08081;12.100;-60;-60
0,000243;5,13131;8,08081;12.150;-60;-60
0,000244;5,13131;8,08081;12.200;-42,0172;-60
0,000245;5,13131;8,08081;12.250;-33,54;-60
0,000246;5,13131;8,08081;12.300;-40,2756;-60
0,000247;5,13131;8,08081;12.350;-60;-60
0,000248;5,13131;8,06061;12.400;-60;-60
0,000249;5,13131;8,08081;12.450;-60;-60
0,00025;5,13131;8,08081;12.500;-60;-60
0,000251;5,13131;8,08081;12.550;-60;-60
0,000252;5,13131;8,08081;12.600;-60;-60
0,000253;5,13131;8,08081;12.650;-60;-60
0,000254;5,12727;8,08081;12.700;-39,2551;-60
0,000255;5,13131;8,08081;12.750;-34,0043;-60
0,000256;5,13131;8,08081;12.800;-44,0302;-60
0,000257;5,13131;8,06061;12.850;-60;-60
0,000258;5,13131;8,08081;12.900;-60;-60
0,000259;5,13131;8,08081;12.950;-60;-60
0,00026;5,13131;8,08081;13.000;-60;-60
0,000261;5,13131;8,08081;13.050;-60;-60
0,000262;5,13131;8,08081;13.100;-60;-60
0,000263;5,13131;8,08081;13.150;-49,5893;-60
0,000264;5,13131;8,08081;13.200;-28,5012;-60
0,000265;5,13131;8,08081;13.250;-26,2058;-60
0,000266;5,13131;8,08081;13.300;-39,9968;-60
0,000267;5,12727;8,08081;13.350;-60;-60
0,000268;5,13131;8,06061;13.400;-60;-60
0,000269;5,13131;8,08081;13.450;-60;-60
0,00027;5,12727;8,08081;13.500;-60;-60
0,000271;5,12727;8,06061;13.550;-60;-60
0,000272;5,12727;8,08081;13.600;-60;-60
0,000273;5,13131;8,08081;13.650;-40,4066;-60
0,000274;5,13131;8,08081;13.700;-24,2749;-60
0,000275;5,13131;8,08081;13.750;-24,8675;-60
0,000276;5,13131;8,08081;13.800;-43,224;-60
0,000277;5,12727;8,08081;13.850;-60;-60
0,000278;5,13131;8,08081;13.900;-60;-60
0,000279;5,13131;8,08081;13.950;-60;-60
0,00028;5,13131;8,08081;14.000;-60;-60
0,000281;5,13131;8,08081;14.050;-60;-60
0,000282;5,13131;8,08081;14.100;-60;-60
0,000283;5,13131;8,08081;14.150;-35,2116;-60
0,000284;5,13131;8,08081;14.200;-23,1577;-60
0,000285;5,13131;8,08081;14.250;-26,6574;-60
0,000286;5,13131;8,08081;14.300;-51,2629;-60
0,000287;5,12727;8,08081;14.350;-60;-60
0,000288;5,13131;8,08081;14.400;-60;-60
0,000289;5,13131;8,08081;14.450;-60;-60
0,00029;5,13131;8,08081;14.500;-60;-60
0,000291;5,13131;8,08081;14.550;-60;-60
0,000292;5,13131;8,08081;14.600;-60;-60
0,000293;5,12727;8,08081;14.650;-33,4097;-60
0,000294;5,13131;8,08081;14.700;-24,8681;-60
0,000295;5,13131;8,08081;14.750;-31,3896;-60
0,000296;5,13131;8,08081;14.800;-60;-60
0,000297;5,13131;8,08081;14.850;-60;-60
0,000298;5,13131;8,08081;14.900;-60;-60
0,000299;5,13131;8,08081;14.950;-60;-60
0,0003;5,13131;8,08081;15.000;-60;-60
0,000301;5,13131;8,08081;15.050;-60;-60
0,000302;5,13131;8,08081;15.100;-60;-60
0,000303;5,13131;8,08081;15.150;-36,2376;-60
0,000304;5,13131;8,08081;15.200;-30,9044;-60
0,000305;5,13131;8,08081;15.250;-40,6529;-60
0,000306;5,13131;8,08081;15.300;-60;-60
0,000307;5,13131;8,08081;15.350;-60;-60
0,000308;5,13131;8,08081;15.400;-60;-60
0,000309;5,13131;8,08081;15.450;-60;-60
0,00031;5,13131;8,08081;15.500;-60;-60
0,000311;5,13131;8,08081;15.550;-60;-60
0,000312;5,13131;8,08081;15.600;-60;-60
0,000313;5,13131;8,08081;15.650;-50,958;-60
0,000314;5,13131;8,08081;15.700;-47,9908;-60
0,000315;5,13131;8,08081;15.750;-60;-60
0,000316;5,13131;8,08081;15.800;-60;-60
0,000317;5,13131;8,08081;15.850;-60;-60
0,000318;5,13131;8,08081;15.900;-60;-60
0,000319;5,13131;8,06061;15.950;-60;-60
0,00032;5,13131;8,08081;16.000;-60;-60
0,000321;5,13131;8,08081;16.050;-60;-60
0,000322;5,13131;8,08081;16.100;-46,8525;-60
0,000323;5,13131;8,08081;16.150;-30,8472;-60
0,000324;5,13131;8,08081;16.200;-31,2315;-60
0,000325;5,13131;8,08081;16.250;-49,4321;-60
0,000326;5,13131;8,08081;16.300;-60;-60
0,000327;5,13131;8,08081;16.350;-60;-60
0,000328;5,13131;8,08081;16.400;-60;-60
0,000329;5,13131;8,08081;16.450;-60;-60
0,00033;5,13131;8,08081;16.500;-60;-60
0,000331;5,13131;8,08081;16.550;-60;-60
0,000332;5,12727;8,08081;16.600;-37,898;-60
0,000333;5,13131;8,08081;16.650;-25,7278;-60
0,000334;5,12727;8,08081;16.700;-29,0421;-60
0,000335;5,13131;8,08081;16.750;-53,3286;-60
0,000336;5,13131;8,08081;16.800;-60;-60
0,000337;5,13131;8,08081;16.850;-60;-60
0,000338;5,13131;8,08081;16.900;-60;-60
0,000339;5,13131;8,08081;16.950;-60;-60
0,00034;5,13131;8,06061;17.000;-60;-60
0,000341;5,13131;8,08081;17.050;-60;-60
0,000342;5,13131;8,08081;17.100;-32,9358;-60
0,000343;5,13131;8,08081;17.150;-24,2585;-60
0,000344;5,12727;8,08081;17.200;-30,6024;-60
0,000345;5,13131;8,08081;17.250;-60;-60
0,000346;5,13131;8,08081;17.300;-60;-60
0,000347;5,13131;8,08081;17.350;-60;-60
0,000348;5,13131;8,08081;17.400;-60;-60
0,000349;5,12727;8,08081;17.450;-60;-60
0,00035;5,13131;8,08081;17.500;-60;-60
0,000351;5,13131;8,08081;17.550;-60;-60
0,000352;5,13131;8,08081;17.600;-31,0555;-60
0,000353;5,13131;8,06061;17.650;-25,5454;-60
0,000354;5,13131;8,08081;17.700;-35,144;-60
0,000355;5,12727;8,08081;17.750;-60;-60
0,000356;5,13131;8,08081;17.800;-60;-60
0,000357;5,13131;8,08081;17.850;-60;-60
0,000358;5,13131;8,08081;17.900;-60;-60
0,000359;5,12727;8,08081;17.950;-60;-60
0,00036;5,13131;8,06061;18.000;-60;-60
0,000361;5,13131;8,08081;18.050;-55,8902;-60
0,000362;5,13131;8,08081;18.100;-32,7606;-60
0,000363;5,13131;8,08081;18.150;-30,2467;-60
0,000364;5,13131;8,08081;18.200;-43,499;-60
0,000365;5,12323;8,08081;18.250;-60;-60
0,000366;5,12727;8,08081;18.300;-60;-60
0,000367;5,13131;8,08081;18.350;-60;-60
0,000368;5,13131;8,08081;18.400;-60;-60
0,000369;5,13131;8,08081;18.450;-60;-60
0,00037;5,13131;8,08081;18.500;-60;-60
0,000371;5,13131;8,08081;18.550;-60;-60
0,000372;5,13131;8,08081;18.600;-44,7032;-60
0,000373;5,13131;8,08081;18.650;-45,419;-60
0,000374;5,13131;8,08081;18.700;-60;-60
0,000375;5,13131;8,08081;18.750;-60;-60
0,000376;5,13131;8,08081;18.800;-60;-60
0,000377;5,13131;8,08081;18.850;-60;-60
0,000378;5,13131;8,08081;18.900;-60;-60
0,000379;5,13131;8,08081;18.950;-60;-60
0,00038;5,13131;8,08081;19.000;-60;-60
0,000381;5,13131;8,08081;19.050;-46,6692;-60
0,000382;5,12727;8,08081;19.100;-34,5546;-60
0,000383;5,13131;8,08081;19.150;-37,621;-60
0,000384;5,13131;8,08081;19.200;-60;-60
0,000385;5,13131;8,08081;19.250;-60;-60
0,000386;5,13131;8,08081;19.300;-60;-60
0,000387;5,13131;8,08081;19.350;-60;-60
0,000388;5,13131;8,08081;19.400;-60;-60
0,000389;5,13131;8,08081;19.450;-60;-60
0,00039;5,13131;8,08081;19.500;-60;-60
0,000391;5,13131;8,08081;19.550;-36,6184;-60
0,000392;5,13131;8,08081;19.600;-27,8081;-60
0,000393;5,13131;8,08081;19.650;-33,9639;-60
0,000394;5,13131;8,08081;19.700;-60;-60
0,000395;5,13131;8,08081;19.750;-60;-60
0,000396;5,13131;8,08081;19.800;-60;-60
0,000397;5,13131;8,08081;19.850;-60;-60
0,000398;5,13131;8,08081;19.900;-60;-60
0,000399;5,13131;8,08081;19.950;-60;-60
0,0004;5,13131;8,08081;20.000;-60;-60
0,000401;5,13131;8,08081;20.050;-31,5549;-60
0,000402;5,13131;8,08081;20.100;-25,8848;-60
0,000403;5,13131;8,08081;20.150;-35,299;-60
0,000404;5,13131;8,08081;20.200;-60;-60
0,000405;5,12727;8,08081;20.250;-60;-60
0,000406;5,13131;8,08081;20.300;-60;-60
0,000407;5,12727;8,08081;20.350;-60;-60
0,000408;5,13131;8,06061;20.400;-60;-60
0,000409;5,13131;8,08081;20.450;-60;-60
0,00041;5,13131;8,08081;20.500;-52,2763;-60
0,000411;5,13131;8,08081;20.550;-29,5361;-60
0,000412;5,13131;8,08081;20.600;-26,8376;-60
0,000413;5,13131;8,08081;20.650;-39,9008;-60
0,000414;5,13131;8,08081;20.700;-60;-60
0,000415;5,12727;8,08081;20.750;-60;-60
0,000416;5,13131;8,08081;20.800;-60;-60
0,000417;5,13131;8,08081;20.850;-60;-60
0,000418;5,13131;8,08081;20.900;-60;-60
0,000419;5,13131;8,08081;20.950;-60;-60
0,00042;5,13131;8,08081;21.000;-47,7824;-60
0,000421;5,13131;8,08081;21.050;-30,5725;-60
0,000422;5,13131;8,08081;21.100;-30,7813;-60
0,000423;5,12727;8,08081;21.150;-48,2336;-60
0,000424;5,12323;8,08081;21.200;-60;-60
0,000425;5,13131;8,08081;21.250;-60;-60
0,000426;5,13131;8,08081;21.300;-60;-60
0,000427;5,13131;8,08081;21.350;-60;-60
0,000428;5,13131;8,08081;21.400;-60;-60
0,000429;5,13131;8,08081;21.450;-60;-60
0,00043;5,13131;8,08081;21.500;-50,284;-60
0,000431;5,13131;8,08081;21.550;-37,1699;-60
0,000432;5,13131;8,08081;21.600;-40,3635;-60
0,000433;5,13131;8,08081;21.650;-60;-60
0,000434;5,13131;8,08081;21.700;-60;-60
0,000435;5,12727;8,08081;21.750;-60;-60
0,000436;5,12727;8,08081;21.800;-60;-60
0,000437;5,13131;8,08081;21.850;-60;-60
0,000438;5,13131;8,08081;21.900;-60;-60
0,000439;5,13131;8,08081;21.950;-60;-60
0,00044;5,13131;8,08081;22.000;-49,8756;-60
0,000441;5,13131;8,08081;22.050;-41,1188;-60
0,000442;5,13131;8,08081;22.100;-46,9411;-60
0,000443;5,13131;8,08081;22.150;-60;-60
0,000444;5,13131;8,08081;22.200;-60;-60
0,000445;5,13131;8,08081;22.250;-60;-60
0,000446;5,13131;8,08081;22.300;-60;-60
0,000447;5,13131;8,08081;22.350;-60;-60
0,000448;5,13131;8,08081;22.400;-60;-60
0,000449;5,13131;8,08081;22.450;-60;-60
0,00045;5,13131;8,08081;22.500;-36,5374;-60
0,000451;5,13131;8,08081;22.550;-30,698;-60
0,000452;5,13131;8,08081;22.600;-39,9024;-60
0,000453;5,13131;8,08081;22.650;-60;-60
0,000454;5,13131;8,08081;22.700;-60;-60
0,000455;5,13131;8,08081;22.750;-60;-60
0,000456;5,13131;8,08081;22.800;-60;-60
0,000457;5,13131;8,08081;22.850;-60;-60
0,000458;5,12727;8,08081;22.900;-60;-60
0,000459;5,13131;8,08081;22.950;-53,5742;-60
0,00046;5,12727;8,08081;23.000;-30,9943;-60
0,000461;5,13131;8,08081;23.050;-28,1236;-60
0,000462;5,13131;8,08081;23.100;-40,998;-60
0,000463;5,13131;8,08081;23.150;-60;-60
0,000464;5,12727;8,08081;23.200;-60;-60
0,000465;5,13131;8,08081;23.250;-60;-60
0,000466;5,12727;8,08081;23.300;-60;-60
0,000467;5,13131;8,08081;23.350;-60;-60
0,000468;5,12727;8,08081;23.400;-60;-60
0,000469;5,13131;8,08081;23.450;-45,973;-60
0,00047;5,12727;8,08081;23.500;-28,7674;-60
0,000471;5,13131;8,08081;23.550;-28,7853;-60
0,000472;5,13131;8,08081;23.600;-46,0141;-60
0,000473;5,13131;8,06061;23.650;-60;-60
0,000474;5,12727;8,08081;23.700;-60;-60
0,000475;5,13131;8,08081;23.750;-60;-60
0,000476;5,13131;8,08081;23.800;-60;-60
0,000477;5,13131;8,08081;23.850;-60;-60
0,000478;5,13131;8,08081;23.900;-60;-60
0,000479;5,13131;8,08081;23.950;-42,3062;-60
0,00048;5,12727;8,08081;24.000;-29,3656;-60
0,000481;5,12727;8,08081;24.050;-32,2756;-60
0,000482;5,13131;8,08081;24.100;-55,2409;-60
0,000483;5,12727;8,08081;24.150;-60;-60
0,000484;5,13131;8,08081;24.200;-60;-60
0,000485;5,13131;8,08081;24.250;-60;-60
0,000486;5,13131;8,10101;24.300;-60;-60
0,000487;5,13131;8,08081;24.350;-60;-60
0,000488;5,13131;8,08081;24.400;-60;-60
0,000489;5,13131;8,08081;24.450;-43,2468;-60
0,00049;5,13131;8,08081;24.500;-33,9309;-60
0,000491;5,12323;8,08081;24.550;-39,861;-60
0,000492;5,13131;8,08081;24.600;-60;-60
0,000493;5,12727;8,08081;24.650;-60;-60
0,000494;5,13131;8,08081;24.700;-60;-60
0,000495;5,13131;8,08081;24.750;-60;-60
0,000496;5,13131;8,08081;24.800;-60;-60
0,000497;5,12727;8,08081;24.850;-60;-60
0,000498;5,13131;8,08081;24.900;-60;-60
0,000499;5,12727;8,08081;24.950;-60;-60
0,0005;5,13131;8,08081;25.000;-60;-60
0,000501;5,13131;8,06061;25.050;-60;-60
0,000502;5,13131;8,08081;25.100;-60;-60
0,000503;5,13131;8,08081;25.150;-60;-60
0,000504;5,13131;8,08081;25.200;-60;-60
0,000505;5,13131;8,08081;25.250;-60;-60
0,000506;5,13131;8,06061;25.300;-60;-60
0,000507;5,12727;8,08081;25.350;-60;-60
0,000508;5,13131;8,08081;25.400;-59,8475;-60
0,000509;5,13131;8,08081;25.450;-37,7549;-60
0,00051;5,13131;8,08081;25.500;-34,6952;-60
0,000511;5,13131;8,08081;25.550;-47,4129;-60
0,000512;5,13131;8,08081;25.600;-60;-60
0,000513;5,13131;8,08081;25.650;-60;-60
0,000514;5,13131;8,08081;25.700;-60;-60
0,000515;5,13131;8,08081;25.750;-60;-60
0,000516;5,13131;8,08081;25.800;-60;-60
0,000517;5,13131;8,08081;25.850;-60;-60
0,000518;5,13131;8,08081;25.900;-48,4582;-60
0,000519;5,13131;8,10101;25.950;-31,2473;-60
0,00052;5,13131;8,08081;26.000;-31,077;-60
0,000521;5,13131;8,08081;26.050;-48,0947;-60
0,000522;5,12727;8,10101;26.100;-60;-60
0,000523;5,13131;8,08081;26.150;-60;-60
0,000524;5,13131;8,08081;26.200;-60;-60
