"t / s";"CH1 / V";"CH2 / V";"f / Hz";"SP1 / dB";"SP2 / dB"
4,3e-05;0,323232;2,62626;2.150;-60;-60
4,4e-05;0,323232;2,62626;2.200;-60;-60
4,5e-05;0,323232;2,62626;2.250;-60;-60
4,6e-05;0,327273;2,64646;2.300;-60;-60
4,7e-05;0,327273;2,62626;2.350;-60;-60
4,8e-05;0,323232;2,62626;2.400;-20,4596;-60
4,9e-05;0,323232;2,62626;2.450;-12,8045;-60
5e-05;0,327273;2,62626;2.500;-20,1376;-60
5,1e-05;0,323232;2,62626;2.550;-60;-60
5,2e-05;0,323232;2,62626;2.600;-60;-60
5,3e-05;0,327273;2,62626;2.650;-60;-60
5,4e-05;0,323232;2,62626;2.700;-60;-60
5,5e-05;0,323232;2,62626;2.750;-59,5176;-60
5,6e-05;0,331313;2,62626;2.800;-60;-60
5,7e-05;0,323232;2,62626;2.850;-41,411;-60
5,8e-05;0,323232;2,62626;2.900;-14,0054;-60
5,9e-05;0,323232;2,62626;2.950;-9,42367;-60
6e-05;0,323232;2,62626;3.000;-20,1209;-60
6,1e-05;0,323232;2,62626;3.050;-54,6159;-60
6,2e-05;0,323232;2,62626;3.100;-51,5019;-60
6,3e-05;0,331313;2,62626;3.150;-50,5312;-60
6,4e-05;0,323232;2,62626;3.200;-50,3039;-60
6,5e-05;0,327273;2,62626;3.250;-50,7803;-60
6,6e-05;0,323232;2,62626;3.300;-54,8321;-60
6,7e-05;0,323232;2,62626;3.350;-34,3961;-60
6,8e-05;0,323232;2,62626;3.400;-13,8422;-60
6,9e-05;0,335354;2,62626;3.450;-12,2321;-60
7e-05;0,323232;2,62626;3.500;-26,6514;-60
7,1e-05;0,323232;2,62626;3.550;-53,8675;-60
7,2e-05;0,323232;2,62626;3.600;-53,4661;-60
7,3e-05;0,323232;2,62626;3.650;-52,9807;-60
7,4e-05;0,323232;2,62626;3.700;-53,1239;-60
7,5e-05;0,323232;2,62626;3.750;-53,8657;-60
7,6e-05;0,323232;2,62626;3.800;-59,0772;-60
7,7e-05;0,323232;2,62626;3.850;-37,3105;-60
7,8e-05;0,323232;2,62626;3.900;-21,3922;-60
7,9e-05;0,323232;2,62626;3.950;-22,7964;-60
8e-05;0,327273;2,62626;4.000;-41,1442;-60
8,1e-05;0,323232;2,62626;4.050;-60;-60
8,2e-05;0,323232;2,62626;4.100;-60;-60
8,3e-05;0,323232;2,62626;4.150;-60;-60
8,4e-05;0,323232;2,62626;4.200;-60;-60
8,5e-05;0,323232;2,62626;4.250;-60;-60
8,6e-05;0,323232;2,62626;4.300;-60;-60
8,7e-05;0,323232;2,62626;4.350;-32,5667;-60
8,8e-05;0,323232;2,62626;4.400;-21,5445;-60
8,9e-05;0,323232;2,62626;4.450;-25,5377;-60
9e-05;0,323232;2,62626;4.500;-53,0446;-60
9,1e-05;0,331313;2,62626;4.550;-60;-60
9,2e-05;0,323232;2,62626;4.600;-60;-60
9,3e-05;0,323232;2,62626;4.650;-60;-60
9,4e-05;0,323232;2,62626;4.700;-60;-60
9,5e-05;0,323232;2,62626;4.750;-60;-60
9,6e-05;0,323232;2,62626;4.800;-60;-60
9,7e-05;0,323232;2,62626;4.850;-22,0866;-60
9,8e-05;0,323232;2,62626;4.900;-14,2517;-60
9,9e-05;0,323232;2,62626;4.950;-21,4169;-60
0,0001;0,323232;2,62626;5.000;-60;-60
0,000101;0,319192;2,62626;5.050;-60;-60
0,000102;0,323232;2,62626;5.100;-60;-60
0,000103;0,323232;2,62626;5.150;-60;-60
0,000104;0,327273;2,62626;5.200;-60;-60
0,000105;0,323232;2,62626;5.250;-60;-60
0,000106;0,323232;2,62626;5.300;-47,6788;-60
0,000107;0,323232;2,62626;5.350;-19,4233;-60
0,000108;0,327273;2,62626;5.400;-14,7026;-60
0,000109;0,323232;2,62626;5.450;-25,1763;-60
0,00011;0,327273;2,62626;5.500;-59,8255;-60
0,000111;0,323232;2,62626;5.550;-58,2896;-60
0,000112;0,323232;2,62626;5.600;-57,7364;-60
0,000113;0,323232;2,62626;5.650;-57,0928;-60
0,000114;0,323232;2,62626;5.700;-57,8559;-60
0,000115;0,327273;2,62626;5.750;-60;-60
0,000116;0,319192;2,62626;5.800;-44,6095;-60
0,000117;0,323232;2,62626;5.850;-23,2388;-60
0,000118;0,323232;2,62626;5.900;-21,5467;-60
0,000119;0,327273;2,62626;5.950;-35,5422;-60
0,00012;0,327273;2,62626;6.000;-60;-60
0,000121;0,323232;2,62626;6.050;-60;-60
0,000122;0,323232;2,62626;6.100;-60;-60
0,000123;0,335354;2,62626;6.150;-60;-60
0,000124;0,327273;2,62626;6.200;-60;-60
0,000125;0,323232;2,62626;6.250;-60;-60
0,000126;0,323232;2,62626;6.300;-46,0026;-60
0,000127;0,323232;2,62626;6.350;-31,6617;-60
0,000128;0,323232;2,62626;6.400;-32,3474;-60
0,000129;0,323232;2,62626;6.450;-53,6258;-60
0,00013;0,323232;2,62626;6.500;-60;-60
0,000131;0,327273;2,62626;6.550;-60;-60
0,000132;0,331313;2,62626;6.600;-60;-60
0,000133;0,323232;2,62626;6.650;-60;-60
0,000134;0,327273;2,62626;6.700;-60;-60
0,000135;0,327273;2,62626;6.750;-60;-60
0,000136;0,331313;2,62626;6.800;-29,9568;-60
0,000137;0,323232;2,62626;6.850;-18,5623;-60
0,000138;0,323232;2,62626;6.900;-22,4861;-60
0,000139;0,323232;2,62626;6.950;-48,5567;-60
0,00014;0,323232;2,62626;7.000;-60;-60
0,000141;0,323232;2,62626;7.050;-60;-60
0,000142;0,327273;2,62626;7.100;-60;-60
0,000143;0,323232;2,62626;7.150;-60;-60
0,000144;0,323232;2,62626;7.200;-60;-60
0,000145;0,323232;2,62626;7.250;-60;-60
0,000146;0,331313;2,62626;7.300;-24,893;-60
0,000147;0,323232;2,62626;7.350;-16,8812;-60
0,000148;0,323232;2,62626;7.400;-23,8804;-60
0,000149;0,327273;2,62626;7.450;-60;-60
0,00015;0,327273;2,62626;7.500;-60;-60
0,000151;0,323232;2,62626;7.550;-60;-60
0,000152;0,327273;2,62626;7.600;-60;-60
0,000153;0,323232;2,62626;7.650;-60;-60
0,000154;0,323232;2,62626;7.700;-60;-60
0,000155;0,323232;2,62626;7.750;-55,0568;-60
0,000156;0,323232;2,62626;7.800;-25,9062;-60
0,000157;0,331313;2,62626;7.850;-21,0615;-60
0,000158;0,323232;2,62626;7.900;-31,2891;-60
0,000159;0,323232;2,62626;7.950;-60;-60
0,00016;0,323232;2,62626;8.000;-60;-60
0,000161;0,323232;2,62626;8.050;-60;-60
0,000162;0,323232;2,62626;8.100;-60;-60
0,000163;0,327273;2,62626;8.150;-60;-60
0,000164;0,323232;2,62626;8.200;-60;-60
0,000165;0,323232;2,62626;8.250;-60;-60
0,000166;0,323232;2,62626;8.300;-60;-60
0,000167;0,323232;2,62626;8.350;-60;-60
0,000168;0,323232;2,62626;8.400;-60;-60
0,000169;0,323232;2,64646;8.450;-60;-60
0,00017;0,323232;2,64646;8.500;-60;-60
0,000171;0,331313;2,62626;8.550;-60;-60
0,000172;0,327273;2,62626;8.600;-60;-60
0,000173;0,323232;2,64646;8.650;-60;-60
0,000174;0,323232;2,62626;8.700;-60;-60
0,000175;0,323232;2,62626;8.750;-38,7392;-60
0,000176;0,323232;2,62626;8.800;-23,2397;-60
0,000177;0,323232;2,62626;8.850;-24,068;-60
0,000178;0,323232;2,62626;8.900;-43,255;-60
0,000179;0,323232;2,62626;8.950;-60;-60
0,00018;0,323232;2,62626;9.000;-59,6572;-60
0,000181;0,323232;2,62626;9.050;-59,4959;-60
0,000182;0,323232;2,64646;9.100;-59,3567;-60
0,000183;0,327273;2,62626;9.150;-60;-60
0,000184;0,323232;2,62626;9.200;-60;-60
0,000185;0,323232;2,62626;9.250;-30,9873;-60
0,000186;0,323232;2,62626;9.300;-19,3361;-60
0,000187;0,323232;2,62626;9.350;-23,1348;-60
0,000188;0,323232;2,62626;9.400;-48,2914;-60
0,000189;0,327273;2,62626;9.450;-60;-60
0,00019;0,323232;2,62626;9.500;-60;-60
0,000191;0,323232;2,62626;9.550;-60;-60
0,000192;0,323232;2,62626;9.600;-60;-60
0,000193;0,323232;2,64646;9.650;-60;-60
0,000194;0,323232;2,62626;9.700;-60;-60
0,000195;0,323232;2,62626;9.750;-29,5142;-60
0,000196;0,323232;2,62626;9.800;-21,3211;-60
0,000197;0,323232;2,64646;9.850;-28,1604;-60
0,000198;0,327273;2,62626;9.900;-60;-60
0,000199;0,323232;2,62626;9.950;-60;-60
0,0002;0,323232;2,64646;10.000;-60;-60
0,000201;0,323232;2,62626;10.050;-60;-60
0,000202;0,323232;2,62626;10.100;-60;-60
0,000203;0,323232;2,62626;10.150;-60;-60
0,000204;0,323232;2,62626;10.200;-60;-60
0,000205;0,323232;2,66667;10.250;-39,5645;-60
0,000206;0,323232;2,62626;10.300;-34,7577;-60
0,000207;0,323232;2,62626;10.350;-44,4845;-60
0,000208;0,323232;2,62626;10.400;-60;-60
0,000209;0,327273;2,62626;10.450;-60;-60
0,00021;0,323232;2,62626;10.500;-60;-60
0,000211;0,323232;2,62626;10.550;-60;-60
0,000212;0,327273;2,62626;10.600;-60;-60
0,000213;0,323232;2,62626;10.650;-60;-60
0,000214;0,323232;2,62626;10.700;-49,3447;-60
0,000215;0,323232;2,62626;10.750;-28,797;-60
0,000216;0,323232;2,62626;10.800;-26,5855;-60
0,000217;0,323232;2,62626;10.850;-40,8249;-60
0,000218;0,323232;2,62626;10.900;-60;-60
0,000219;0,323232;2,62626;10.950;-60;-60
0,00022;0,323232;2,62626;11.000;-60;-60
0,000221;0,323232;2,62626;11.050;-60;-60
0,000222;0,323232;2,62626;11.100;-60;-60
0,000223;0,323232;2,62626;11.150;-60;-60
0,000224;0,327273;2,62626;11.200;-38,2205;-60
0,000225;0,323232;2,62626;11.250;-22,3297;-60
0,000226;0,323232;2,62626;11.300;-23,0689;-60
0,000227;0,319192;2,64646;11.350;-41,6443;-60
0,000228;0,323232;2,62626;11.400;-60;-60
0,000229;0,323232;2,62626;11.450;-60;-60
0,00023;0,323232;2,62626;11.500;-60;-60
0,000231;0,323232;2,62626;11.550;-60;-60
0,000232;0,323232;2,62626;11.600;-60;-60
0,000233;0,323232;2,62626;11.650;-60;-60
0,000234;0,323232;2,62626;11.700;-34,2115;-60
0,000235;0,323232;2,62626;11.750;-22,3161;-60
0,000236;0,327273;2,62626;11.800;-25,9922;-60
0,000237;0,323232;2,62626;11.850;-50,3273;-60
0,000238;0,323232;2,62626;11.900;-60;-60
0,000239;0,323232;2,62626;11.950;-60;-60
0,00024;0,327273;2,62626;12.000;-60;-60
0,000241;0,323232;2,62626;12.050;-60;-60
0,000242;0,323232;2,62626;12.100;-60;-60
0,000243;0,323232;2,62626;12.150;-60;-60
0,000244;0,323232;2,62626;12.200;-38,5386;-60
0,000245;0,323232;2,62626;12.250;-30,1268;-60
0,000246;0,323232;2,62626;12.300;-36,7856;-60
0,000247;0,327273;2,62626;12.350;-60;-60
0,000248;0,323232;2,64646;12.400;-60;-60
0,000249;0,323232;2,62626;12.450;-60;-60
0,00025;0,323232;2,62626;12.500;-60;-60
0,000251;0,323232;2,62626;12.550;-60;-60
0,000252;0,323232;2,62626;12.600;-60;-60
0,000253;0,323232;2,62626;12.650;-60;-60
0,000254;0,323232;2,62626;12.700;-35,8827;-60
0,000255;0,323232;2,62626;12.750;-30,5925;-60
0,000256;0,323232;2,62626;12.800;-40,7203;-60
0,000257;0,323232;2,62626;12.850;-60;-60
0,000258;0,323232;2,62626;12.900;-60;-60
0,000259;0,323232;2,64646;12.950;-60;-60
0,00026;0,323232;2,62626;13.000;-60;-60
0,000261;0,323232;2,62626;13.050;-60;-60
0,000262;0,327273;2,62626;13.100;-60;-60
0,000263;0,323232;2,62626;13.150;-47,3227;-60
0,000264;0,323232;2,62626;13.200;-26,0336;-60
0,000265;0,323232;2,62626;13.250;-23,7387;-60
0,000266;0,323232;2,62626;13.300;-37,497;-60
0,000267;0,323232;2,62626;13.350;-60;-60
0,000268;0,327273;2,62626;13.400;-60;-60
0,000269;0,323232;2,64646;13.450;-60;-60
0,00027;0,327273;2,62626;13.500;-60;-60
0,000271;0,323232;2,62626;13.550;-60;-60
0,000272;0,323232;2,62626;13.600;-60;-60
0,000273;0,327273;2,62626;13.650;-40,3538;-60
0,000274;0,323232;2,62626;13.700;-24,0859;-60
0,000275;0,319192;2,62626;13.750;-24,7129;-60
0,000276;0,327273;2,62626;13.800;-42,7904;-60
0,000277;0,323232;2,62626;13.850;-60;-60
0,000278;0,323232;2,62626;13.900;-60;-60
0,000279;0,323232;2,62626;13.950;-60;-60
0,00028;0,323232;2,62626;14.000;-60;-60
0,000281;0,327273;2,62626;14.050;-60;-60
0,000282;0,323232;2,62626;14.100;-60;-60
0,000283;0,327273;2,62626;14.150;-40,8273;-60
0,000284;0,323232;2,62626;14.200;-28,5754;-60
0,000285;0,323232;2,62626;14.250;-32,1499;-60
0,000286;0,323232;2,62626;14.300;-55,4357;-60
0,000287;0,327273;2,62626;14.350;-60;-60
0,000288;0,323232;2,64646;14.400;-60;-60
0,000289;0,319192;2,62626;14.450;-60;-60
0,00029;0,323232;2,62626;14.500;-60;-60
0,000291;0,323232;2,62626;14.550;-60;-60
0,000292;0,327273;2,62626;14.600;-60;-60
0,000293;0,323232;2,62626;14.650;-46,0784;-60
0,000294;0,323232;2,62626;14.700;-37,6831;-60
0,000295;0,323232;2,62626;14.750;-44,1415;-60
0,000296;0,323232;2,62626;14.800;-60;-60
0,000297;0,323232;2,62626;14.850;-60;-60
0,000298;0,323232;2,62626;14.900;-60;-60
0,000299;0,327273;2,62626;14.950;-60;-60
0,0003;0,323232;2,62626;15.000;-60;-60
0,000301;0,323232;2,62626;15.050;-60;-60
0,000302;0,323232;2,62626;15.100;-60;-60
0,000303;0,327273;2,62626;15.150;-30,6285;-60
0,000304;0,323232;2,62626;15.200;-25,2393;-60
0,000305;0,319192;2,62626;15.250;-35,039;-60
0,000306;0,323232;2,62626;15.300;-60;-60
0,000307;0,323232;2,62626;15.350;-60;-60
0,000308;0,323232;2,62626;15.400;-60;-60
0,000309;0,323232;2,62626;15.450;-60;-60
0,00031;0,319192;2,62626;15.500;-60;-60
0,000311;0,323232;2,62626;15.550;-60;-60
0,000312;0,323232;2,62626;15.600;-48,573;-60
0,000313;0,323232;2,62626;15.650;-26,6659;-60
0,000314;0,323232;2,62626;15.700;-24,2575;-60
0,000315;0,323232;2,62626;15.750;-37,6929;-60
0,000316;0,319192;2,62626;15.800;-60;-60
0,000317;0,327273;2,62626;15.850;-60;-60
0,000318;0,323232;2,62626;15.900;-60;-60
0,000319;0,323232;2,62626;15.950;-60;-60
0,00032;0,323232;2,62626;16.000;-60;-60
0,000321;0,323232;2,62626;16.050;-60;-60
0,000322;0,323232;2,62626;16.100;-45,3927;-60
0,000323;0,319192;2,62626;16.150;-28,6419;-60
0,000324;0,323232;2,62626;16.200;-29,1769;-60
0,000325;0,323232;2,62626;16.250;-46,7524;-60
0,000326;0,327273;2,62626;16.300;-60;-60
0,000327;0,323232;2,62626;16.350;-60;-60
0,000328;0,323232;2,62626;16.400;-60;-60
0,000329;0,323232;2,62626;16.450;-60;-60
0,00033;0,323232;2,62626;16.500;-60;-60
0,000331;0,323232;2,62626;16.550;-60;-60
0,000332;0,323232;2,62626;16.600;-60;-60
0,000333;0,323232;2,62626;16.650;-60;-60
0,000334;0,323232;2,62626;16.700;-60;-60
0,000335;0,323232;2,62626;16.750;-60;-60
0,000336;0,323232;2,62626;16.800;-60;-60
0,000337;0,327273;2,62626;16.850;-60;-60
0,000338;0,319192;2,62626;16.900;-60;-60
0,000339;0,323232;2,62626;16.950;-60;-60
0,00034;0,323232;2,62626;17.000;-60;-60
0,000341;0,323232;2,62626;17.050;-60;-60
0,000342;0,323232;2,62626;17.100;-36,3811;-60
0,000343;0,323232;2,62626;17.150;-27,7016;-60
0,000344;0,331313;2,62626;17.200;-34,013;-60
0,000345;0,323232;2,62626;17.250;-60;-60
0,000346;0,323232;2,62626;17.300;-60;-60
0,000347;0,319192;2,62626;17.350;-60;-60
0,000348;0,323232;2,62626;17.400;-60;-60
0,000349;0,323232;2,62626;17.450;-60;-60
0,00035;0,327273;2,62626;17.500;-60;-60
0,000351;0,327273;2,62626;17.550;-60;-60
0,000352;0,327273;2,62626;17.600;-30,1394;-60
0,000353;0,323232;2,62626;17.650;-24,6065;-60
0,000354;0,323232;2,62626;17.700;-34,19;-60
0,000355;0,323232;2,62626;17.750;-60;-60
0,000356;0,323232;2,62626;17.800;-60;-60
0,000357;0,323232;2,62626;17.850;-60;-60
0,000358;0,323232;2,62626;17.900;-60;-60
0,000359;0,323232;2,62626;17.950;-60;-60
0,00036;0,323232;2,62626;18.000;-60;-60
0,000361;0,323232;2,62626;18.050;-52,4833;-60
0,000362;0,323232;2,62626;18.100;-29,9219;-60
0,000363;0,323232;2,62626;18.150;-27,3993;-60
0,000364;0,323232;2,62626;18.200;-40,4988;-60
0,000365;0,323232;2,62626;18.250;-60;-60
0,000366;0,323232;2,62626;18.300;-60;-60
0,000367;0,327273;2,62626;18.350;-60;-60
0,000368;0,323232;2,62626;18.400;-60;-60
0,000369;0,323232;2,62626;18.450;-60;-60
0,00037;0,319192;2,62626;18.500;-60;-60
0,000371;0,323232;2,62626;18.550;-59,1866;-60
0,000372;0,323232;2,62626;18.600;-41,0214;-60
0,000373;0,319192;2,62626;18.650;-41,7237;-60
0,000374;0,323232;2,62626;18.700;-57,7072;-60
0,000375;0,323232;2,62626;18.750;-60;-60
0,000376;0,323232;2,62626;18.800;-60;-60
0,000377;0,323232;2,62626;18.850;-60;-60
0,000378;0,323232;2,62626;18.900;-60;-60
0,000379;0,327273;2,64646;18.950;-60;-60
0,00038;0,323232;2,62626;19.000;-60;-60
0,000381;0,319192;2,62626;19.050;-43,5869;-60
0,000382;0,323232;2,62626;19.100;-31,3486;-60
0,000383;0,323232;2,62626;19.150;-34,43;-60
0,000384;0,327273;2,62626;19.200;-58,8;-60
0,000385;0,323232;2,62626;19.250;-60;-60
0,000386;0,323232;2,62626;19.300;-60;-60
0,000387;0,323232;2,62626;19.350;-60;-60
0,000388;0,327273;2,62626;19.400;-60;-60
0,000389;0,323232;2,62626;19.450;-60;-60
0,00039;0,327273;2,62626;19.500;-60;-60
0,000391;0,323232;2,62626;19.550;-34,6358;-60
0,000392;0,323232;2,62626;19.600;-25,7713;-60
0,000393;0,323232;2,62626;19.650;-31,936;-60
0,000394;0,323232;2,62626;19.700;-60;-60
0,000395;0,331313;2,62626;19.750;-60;-60
0,000396;0,323232;2,62626;19.800;-60;-60
0,000397;0,323232;2,62626;19.850;-60;-60
0,000398;0,319192;2,62626;19.900;-60;-60
0,000399;0,323232;2,64646;19.950;-60;-60
0,0004;0,323232;2,62626;20.000;-60;-60
0,000401;0,327273;2,62626;20.050;-32,3296;-60
0,000402;0,323232;2,62626;20.100;-26,6478;-60
0,000403;0,323232;2,62626;20.150;-36,0237;-60
0,000404;0,323232;2,62626;20.200;-60;-60
0,000405;0,323232;2,62626;20.250;-60;-60
0,000406;0,319192;2,62626;20.300;-60;-60
0,000407;0,323232;2,62626;20.350;-60;-60
0,000408;0,327273;2,62626;20.400;-60;-60
0,000409;0,319192;2,62626;20.450;-60;-60
0,00041;0,319192;2,62626;20.500;-60;-60
0,000411;0,319192;2,62626;20.550;-37,8994;-60
0,000412;0,323232;2,62626;20.600;-35,3642;-60
0,000413;0,323232;2,62626;20.650;-48,0405;-60
0,000414;0,323232;2,62626;20.700;-60;-60
0,000415;0,323232;2,62626;20.750;-60;-60
0,000416;0,323232;2,66667;20.800;-60;-60
0,000417;0,323232;2,62626;20.850;-60;-60
0,000418;0,323232;2,62626;20.900;-60;-60
0,000419;0,323232;2,64646;20.950;-60;-60
0,00042;0,319192;2,62626;21.000;-53,0793;-60
0,000421;0,323232;2,64646;21.050;-36,697;-60
0,000422;0,323232;2,62626;21.100;-36,6345;-60
0,000423;0,323232;2,62626;21.150;-54,8514;-60
0,000424;0,323232;2,62626;21.200;-60;-60
0,000425;0,323232;2,62626;21.250;-60;-60
0,000426;0,323232;2,62626;21.300;-60;-60
0,000427;0,323232;2,62626;21.350;-60;-60
0,000428;0,323232;2,62626;21.400;-60;-60
0,000429;0,323232;2,62626;21.450;-60;-60
0,00043;0,323232;2,62626;21.500;-40,3761;-60
0,000431;0,327273;2,64646;21.550;-27,7897;-60
0,000432;0,323232;2,62626;21.600;-30,7883;-60
0,000433;0,323232;2,62626;21.650;-54,1978;-60
0,000434;0,323232;2,62626;21.700;-60;-60
0,000435;0,323232;2,62626;21.750;-60;-60
0,000436;0,327273;2,62626;21.800;-60;-60
0,000437;0,323232;2,62626;21.850;-60;-60
0,000438;0,323232;2,62626;21.900;-60;-60
0,000439;0,327273;2,62626;21.950;-60;-60
0,00044;0,319192;2,62626;22.000;-35,8589;-60
0,000441;0,323232;2,62626;22.050;-26,8011;-60
0,000442;0,323232;2,62626;22.100;-32,8297;-60
0,000443;0,323232;2,62626;22.150;-60;-60
0,000444;0,323232;2,62626;22.200;-60;-60
0,000445;0,323232;2,64646;22.250;-60;-60
0,000446;0,323232;2,62626;22.300;-60;-60
0,000447;0,323232;2,62626;22.350;-60;-60
0,000448;0,323232;2,62626;22.400;-60;-60
0,000449;0,323232;2,62626;22.450;-60;-60
0,00045;0,323232;2,62626;22.500;-38,0261;-60
0,000451;0,323232;2,62626;22.550;-32,236;-60
0,000452;0,323232;2,64646;22.600;-41,3899;-60
0,000453;0,323232;2,62626;22.650;-60;-60
0,000454;0,323232;2,62626;22.700;-60;-60
0,000455;0,323232;2,62626;22.750;-60;-60
0,000456;0,323232;2,62626;22.800;-60;-60
0,000457;0,323232;2,62626;22.850;-60;-60
0,000458;0,323232;2,62626;22.900;-60;-60
0,000459;0,323232;2,62626;22.950;-60;-60
0,00046;0,323232;2,62626;23.000;-45,3268;-60
0,000461;0,327273;2,62626;23.050;-42,0926;-60
0,000462;0,323232;2,64646;23.100;-55,7915;-60
0,000463;0,323232;2,62626;23.150;-60;-60
0,000464;0,323232;2,62626;23.200;-60;-60
0,000465;0,323232;2,64646;23.250;-60;-60
0,000466;0,323232;2,62626;23.300;-60;-60
0,000467;0,323232;2,62626;23.350;-60;-60
0,000468;0,327273;2,62626;23.400;-60;-60
0,000469;0,323232;2,62626;23.450;-47,703;-60
0,00047;0,323232;2,62626;23.500;-30,7469;-60
0,000471;0,323232;2,62626;23.550;-30,6979;-60
0,000472;0,323232;2,62626;23.600;-48,0843;-60
0,000473;0,327273;2,62626;23.650;-60;-60
0,000474;0,323232;2,62626;23.700;-60;-60
0,000475;0,323232;2,62626;23.750;-60;-60
0,000476;0,323232;2,62626;23.800;-60;-60
0,000477;0,327273;2,62626;23.850;-60;-60
0,000478;0,323232;2,62626;23.900;-60;-60
0,000479;0,323232;2,62626;23.950;-40,6563;-60
0,00048;0,327273;2,62626;24.000;-27,8169;-60
0,000481;0,323232;2,62626;24.050;-30,7102;-60
0,000482;0,323232;2,62626;24.100;-53,5408;-60
0,000483;0,327273;2,62626;24.150;-60;-60
0,000484;0,323232;2,62626;24.200;-60;-60
0,000485;0,327273;2,62626;24.250;-60;-60
0,000486;0,323232;2,62626;24.300;-60;-60
0,000487;0,323232;2,62626;24.350;-60;-60
0,000488;0,323232;2,62626;24.400;-60;-60
0,000489;0,323232;2,62626;24.450;-40,0488;-60
0,00049;0,323232;2,62626;24.500;-30,7912;-60
0,000491;0,323232;2,62626;24.550;-36,6652;-60
0,000492;0,327273;2,62626;24.600;-60;-60
0,000493;0,327273;2,62626;24.650;-60;-60
0,000494;0,323232;2,62626;24.700;-60;-60
0,000495;0,323232;2,64646;24.750;-60;-60
0,000496;0,323232;2,62626;24.800;-60;-60
0,000497;0,323232;2,62626;24.850;-60;-60
0,000498;0,323232;2,62626;24.900;-60;-60
0,000499;0,323232;2,62626;24.950;-60;-60
0,0005;0,323232;2,62626;25.000;-60;-60
0,000501;0,327273;2,62626;25.050;-60;-60
0,000502;0,323232;2,62626;25.100;-60;-60
0,000503;0,323232;2,62626;25.150;-60;-60
0,000504;0,323232;2,62626;25.200;-60;-60
0,000505;0,323232;2,62626;25.250;-60;-60
0,000506;0,323232;2,62626;25.300;-60;-60
0,000507;0,323232;2,62626;25.350;-60;-60
0,000508;0,323232;2,62626;25.400;-57,4981;-60
0,000509;0,323232;2,62626;25.450;-34,7815;-60
0,00051;0,323232;2,62626;25.500;-31,6957;-60
0,000511;0,323232;2,62626;25.550;-44,541;-60
0,000512;0,327273;2,62626;25.600;-60;-60
0,000513;0,323232;2,62626;25.650;-60;-60
0,000514;0,331313;2,64646;25.700;-60;-60
0,000515;0,323232;2,62626;25.750;-60;-60
0,000516;0,331313;2,64646;25.800;-60;-60
0,000517;0,319192;2,62626;25.850;-60;-60
0,000518;0,323232;2,62626;25.900;-47,1073;-60
0,000519;0,323232;2,62626;25.950;-29,7274;-60
0,00052;0,323232;2,62626;26.000;-29,5773;-60
0,000521;0,323232;2,62626;26.050;-46,5001;-60
0,000522;0,327273;2,62626;26.100;-60;-60
0,000523;0,323232;2,62626;26.150;-60;-60
