"t / s";"CH1 / V";"CH2 / V";"f / Hz";"SP1 / dB";"SP2 / dB"
0,001754;0,339394;2,48889;87.700;-43,6497;-60
0,001755;0,327273;2,48081;87.750;-42,8277;-60
0,001756;0,335354;2,46869;87.800;-58,0085;-60
0,001757;0,335354;2,48485;87.850;-60;-60
0,001758;0,335354;2,48485;87.900;-60;-60
0,001759;0,335354;2,48081;87.950;-60;-60
0,00176;0,335354;2,48889;88.000;-60;-60
0,001761;0,327273;2,50505;88.050;-60;-60
0,001762;0,331313;2,48889;88.100;-60;-60
0,001763;0,335354;2,48081;88.150;-56,7215;-60
0,001764;0,331313;2,47677;88.200;-43,0501;-60
0,001765;0,327273;2,48485;88.250;-44,7127;-60
0,001766;0,327273;2,49293;88.300;-60;-60
0,001767;0,331313;2,49293;88.350;-60;-60
0,001768;0,331313;2,48889;88.400;-60;-60
0,001769;0,331313;2,47273;88.450;-60;-60
0,00177;0,331313;2,48081;88.500;-60;-60
0,001771;0,331313;2,48485;88.550;-60;-60
0,001772;0,331313;2,48081;88.600;-60;-60
0,001773;0,335354;2,48081;88.650;-51,9371;-60
0,001774;0,339394;2,49697;88.700;-41,1928;-60
0,001775;0,343434;2,48081;88.750;-46,0399;-60
0,001776;0,331313;2,48081;88.800;-60;-60
0,001777;0,339394;2,48889;88.850;-60;-60
0,001778;0,335354;2,49697;88.900;-60;-60
0,001779;0,327273;2,48485;88.950;-60;-60
0,00178;0,327273;2,48081;89.000;-60;-60
0,001781;0,323232;2,48485;89.050;-60;-60
0,001782;0,339394;2,47273;89.100;-60;-60
0,001783;0,343434;2,47677;89.150;-49,8166;-60
0,001784;0,335354;2,48485;89.200;-42,8136;-60
0,001785;0,331313;2,48485;89.250;-50,5201;-60
0,001786;0,339394;2,47273;89.300;-60;-60
0,001787;0,331313;2,48081;89.350;-60;-60
0,001788;0,327273;2,47677;89.400;-60;-60
0,001789;0,327273;2,48889;89.450;-60;-60
0,00179;0,331313;2,47677;89.500;-60;-60
0,001791;0,323232;2,49293;89.550;-60;-60
0,001792;0,343434;2,48081;89.600;-60;-60
0,001793;0,331313;2,48081;89.650;-45,0917;-60
0,001794;0,327273;2,48889;89.700;-40,9186;-60
0,001795;0,343434;2,48485;89.750;-52,2774;-60
0,001796;0,327273;2,48081;89.800;-60;-60
0,001797;0,339394;2,48081;89.850;-60;-60
0,001798;0,327273;2,48889;89.900;-60;-60
0,001799;0,335354;2,48081;89.950;-60;-60
0,0018;0,339394;2,48081;90.000;-60;-60
0,001801;0,327273;2,48081;90.050;-60;-60
0,001802;0,335354;2,48485;90.100;-60;-60
0,001803;0,331313;2,47677;90.150;-45,9917;-60
0,001804;0,327273;2,48485;90.200;-44,6662;-60
0,001805;0,327273;2,49293;90.250;-60;-60
0,001806;0,323232;2,48889;90.300;-60;-60
0,001807;0,335354;2,49697;90.350;-60;-60
0,001808;0,331313;2,48081;90.400;-60;-60
0,001809;0,331313;2,48485;90.450;-60;-60
0,00181;0,335354;2,50101;90.500;-60;-60
0,001811;0,339394;2,48889;90.550;-60;-60
0,001812;0,335354;2,49293;90.600;-55,641;-60
0,001813;0,339394;2,48081;90.650;-41,4592;-60
0,001814;0,335354;2,48485;90.700;-42,9433;-60
0,001815;0,339394;2,49293;90.750;-60;-60
0,001816;0,335354;2,49293;90.800;-60;-60
0,001817;0,335354;2,49293;90.850;-60;-60
0,001818;0,331313;2,48485;90.900;-60;-60
0,001819;0,323232;2,48889;90.950;-60;-60
0,00182;0,343434;2,48081;91.000;-60;-60
0,001821;0,331313;2,48081;91.050;-60;-60
0,001822;0,327273;2,48485;91.100;-54,5633;-60
0,001823;0,335354;2,48485;91.150;-44,7892;-60
0,001824;0,327273;2,48485;91.200;-48,814;-60
0,001825;0,327273;2,48889;91.250;-60;-60
0,001826;0,339394;2,49293;91.300;-60;-60
0,001827;0,339394;2,47273;91.350;-60;-60
0,001828;0,323232;2,48889;91.400;-60;-60
0,001829;0,331313;2,48081;91.450;-60;-60
0,00183;0,323232;2,48485;91.500;-60;-60
0,001831;0,339394;2,47677;91.550;-60;-60
0,001832;0,327273;2,48889;91.600;-47,3735;-60
0,001833;0,339394;2,48889;91.650;-40,1966;-60
0,001834;0,335354;2,49293;91.700;-47,7047;-60
0,001835;0,327273;2,48485;91.750;-60;-60
0,001836;0,343434;2,48889;91.800;-60;-60
0,001837;0,339394;2,48889;91.850;-60;-60
0,001838;0,331313;2,48485;91.900;-60;-60
0,001839;0,347475;2,48485;91.950;-60;-60
0,00184;0,327273;2,48889;92.000;-60;-60
0,001841;0,335354;2,48081;92.050;-60;-60
0,001842;0,343434;2,49293;92.100;-49,6549;-60
0,001843;0,339394;2,48081;92.150;-45,9032;-60
0,001844;0,335354;2,48889;92.200;-56,1114;-60
0,001845;0,327273;2,48485;92.250;-60;-60
0,001846;0,331313;2,49293;92.300;-60;-60
0,001847;0,331313;2,48889;92.350;-60;-60
0,001848;0,331313;2,48485;92.400;-60;-60
0,001849;0,343434;2,48485;92.450;-60;-60
0,00185;0,339394;2,48889;92.500;-60;-60
0,001851;0,335354;2,49293;92.550;-60;-60
0,001852;0,335354;2,48081;92.600;-42,5272;-60
0,001853;0,331313;2,48081;92.650;-41,0749;-60
0,001854;0,335354;2,48889;92.700;-56,2935;-60
0,001855;0,339394;2,48081;92.750;-60;-60
0,001856;0,323232;2,47677;92.800;-60;-60
0,001857;0,335354;2,48485;92.850;-60;-60
0,001858;0,335354;2,48485;92.900;-60;-60
0,001859;0,327273;2,47677;92.950;-60;-60
0,00186;0,327273;2,47677;93.000;-60;-60
0,001861;0,339394;2,48889;93.050;-60;-60
0,001862;0,323232;2,48889;93.100;-47,6217;-60
0,001863;0,323232;2,47677;93.150;-49,2104;-60
0,001864;0,335354;2,48485;93.200;-60;-60
0,001865;0,327273;2,47677;93.250;-60;-60
0,001866;0,331313;2,48081;93.300;-60;-60
0,001867;0,331313;2,47677;93.350;-60;-60
0,001868;0,331313;2,48081;93.400;-60;-60
0,001869;0,339394;2,48485;93.450;-60;-60
0,00187;0,331313;2,48081;93.500;-60;-60
0,001871;0,331313;2,48889;93.550;-50,5667;-60
0,001872;0,339394;2,48081;93.600;-40,2129;-60
0,001873;0,339394;2,48889;93.650;-44,3352;-60
0,001874;0,335354;2,48081;93.700;-60;-60
0,001875;0,331313;2,47677;93.750;-60;-60
0,001876;0,331313;2,48081;93.800;-60;-60
0,001877;0,339394;2,49293;93.850;-60;-60
0,001878;0,331313;2,46869;93.900;-60;-60
0,001879;0,335354;2,49293;93.950;-60;-60
0,00188;0,339394;2,48485;94.000;-60;-60
0,001881;0,331313;2,47273;94.050;-55,1702;-60
0,001882;0,335354;2,49293;94.100;-48,0284;-60
0,001883;0,339394;2,48081;94.150;-55,2313;-60
0,001884;0,327273;2,47677;94.200;-60;-60
0,001885;0,331313;2,48889;94.250;-60;-60
0,001886;0,339394;2,48081;94.300;-60;-60
0,001887;0,335354;2,48889;94.350;-60;-60
0,001888;0,339394;2,48485;94.400;-60;-60
0,001889;0,335354;2,48081;94.450;-60;-60
0,00189;0,339394;2,47677;94.500;-60;-60
0,001891;0,331313;2,48485;94.550;-44,2444;-60
0,001892;0,339394;2,48081;94.600;-40,1177;-60
0,001893;0,331313;2,48081;94.650;-50,5515;-60
0,001894;0,335354;2,48485;94.700;-60;-60
0,001895;0,335354;2,48485;94.750;-60;-60
0,001896;0,331313;2,48889;94.800;-60;-60
0,001897;0,327273;2,48889;94.850;-60;-60
0,001898;0,339394;2,48485;94.900;-60;-60
0,001899;0,327273;2,48081;94.950;-60;-60
0,0019;0,331313;2,47677;95.000;-60;-60
0,001901;0,331313;2,47273;95.050;-52,1553;-60
0,001902;0,331313;2,48485;95.100;-51,0406;-60
0,001903;0,323232;2,48485;95.150;-60;-60
0,001904;0,339394;2,47273;95.200;-60;-60
0,001905;0,331313;2,48081;95.250;-60;-60
0,001906;0,331313;2,48485;95.300;-60;-60
0,001907;0,327273;2,48889;95.350;-60;-60
0,001908;0,331313;2,48485;95.400;-60;-60
0,001909;0,327273;2,48485;95.450;-60;-60
0,00191;0,331313;2,48889;95.500;-55,9693;-60
0,001911;0,327273;2,48889;95.550;-40,7369;-60
0,001912;0,323232;2,48889;95.600;-42,1327;-60
0,001913;0,323232;2,48485;95.650;-60;-60
0,001914;0,331313;2,48889;95.700;-60;-60
0,001915;0,331313;2,47677;95.750;-60;-60
0,001916;0,327273;2,47273;95.800;-60;-60
0,001917;0,331313;2,49293;95.850;-60;-60
0,001918;0,331313;2,47677;95.900;-60;-60
0,001919;0,323232;2,47273;95.950;-60;-60
0,00192;0,331313;2,48485;96.000;-60;-60
0,001921;0,335354;2,48081;96.050;-51,767;-60
0,001922;0,335354;2,47677;96.100;-56,6993;-60
0,001923;0,335354;2,48081;96.150;-60;-60
0,001924;0,327273;2,48889;96.200;-60;-60
0,001925;0,339394;2,48485;96.250;-60;-60
0,001926;0,327273;2,47677;96.300;-60;-60
0,001927;0,331313;2,48889;96.350;-60;-60
0,001928;0,335354;2,48081;96.400;-60;-60
0,001929;0,327273;2,47273;96.450;-60;-60
0,00193;0,327273;2,47677;96.500;-47,0011;-60
0,001931;0,331313;2,48081;96.550;-39,5971;-60
0,001932;0,339394;2,48889;96.600;-46,6297;-60
0,001933;0,331313;2,48485;96.650;-60;-60
0,001934;0,335354;2,48081;96.700;-60;-60
0,001935;0,339394;2,48485;96.750;-60;-60
0,001936;0,331313;2,48889;96.800;-60;-60
0,001937;0,331313;2,48081;96.850;-60;-60
0,001938;0,331313;2,48485;96.900;-60;-60
0,001939;0,335354;2,48081;96.950;-60;-60
0,00194;0,335354;2,48889;97.000;-59,5833;-60
0,001941;0,335354;2,49697;97.050;-53,9858;-60
0,001942;0,331313;2,48485;97.100;-60;-60
0,001943;0,347475;2,48889;97.150;-60;-60
0,001944;0,331313;2,48081;97.200;-60;-60
0,001945;0,331313;2,47273;97.250;-60;-60
0,001946;0,327273;2,47677;97.300;-60;-60
0,001947;0,335354;2,48485;97.350;-60;-60
0,001948;0,335354;2,48081;97.400;-60;-60
0,001949;0,331313;2,47677;97.450;-60;-60
0,00195;0,335354;2,47677;97.500;-42,1411;-60
0,001951;0,331313;2,48485;97.550;-40,6885;-60
0,001952;0,327273;2,47677;97.600;-54,8546;-60
0,001953;0,343434;2,47677;97.650;-60;-60
0,001954;0,335354;2,48081;97.700;-60;-60
0,001955;0,335354;2,48081;97.750;-60;-60
0,001956;0,343434;2,48081;97.800;-60;-60
0,001957;0,327273;2,48485;97.850;-60;-60
0,001958;0,343434;2,48889;97.900;-60;-60
0,001959;0,339394;2,48081;97.950;-60;-60
0,00196;0,343434;2,48889;98.000;-59,5446;-60
0,001961;0,327273;2,48485;98.050;-59,8866;-60
0,001962;0,343434;2,46465;98.100;-60;-60
0,001963;0,331313;2,48081;98.150;-60;-60
0,001964;0,343434;2,48889;98.200;-60;-60
0,001965;0,323232;2,47677;98.250;-60;-60
0,001966;0,339394;2,47273;98.300;-60;-60
0,001967;0,335354;2,47677;98.350;-60;-60
0,001968;0,327273;2,48081;98.400;-60;-60
0,001969;0,335354;2,48889;98.450;-51,0997;-60
0,00197;0,339394;2,48485;98.500;-39,8481;-60
0,001971;0,335354;2,47677;98.550;-44,0278;-60
0,001972;0,331313;2,48485;98.600;-60;-60
0,001973;0,331313;2,47273;98.650;-60;-60
0,001974;0,331313;2,48889;98.700;-60;-60
0,001975;0,335354;2,48485;98.750;-60;-60
0,001976;0,327273;2,48889;98.800;-60;-60
0,001977;0,347475;2,48485;98.850;-60;-60
0,001978;0,335354;2,48081;98.900;-60;-60
0,001979;0,339394;2,48485;98.950;-60;-60
0,00198;0,331313;2,48485;99.000;-60;-60
0,001981;0,331313;2,48081;99.050;-60;-60
0,001982;0,327273;2,48889;99.100;-60;-60
0,001983;0,331313;2,48889;99.150;-60;-60
0,001984;0,331313;2,48081;99.200;-60;-60
0,001985;0,327273;2,48889;99.250;-60;-60
0,001986;0,327273;2,49293;99.300;-60;-60
0,001987;0,331313;2,49293;99.350;-60;-60
0,001988;0,339394;2,47677;99.400;-60;-60
0,001989;0,327273;2,48889;99.450;-44,5772;-60
0,00199;0,331313;2,49293;99.500;-39,8298;-60
0,001991;0,331313;2,47677;99.550;-50,369;-60
0,001992;0,331313;2,48081;99.600;-60;-60
0,001993;0,323232;2,48485;99.650;-60;-60
0,001994;0,331313;2,48081;99.700;-60;-60
0,001995;0,331313;2,49293;99.750;-60;-60
0,001996;0,335354;2,48485;99.800;-60;-60
0,001997;0,331313;2,48889;99.850;-60;-60
0,001998;0,331313;2,48889;99.900;-60;-60
0,001999;0,331313;2,48081;99.950;-60;-60
0,002;0,331313;2,48889;100.000;-60;-60
0,002001;0,335354;2,49293;100.050;-60;-60
0,002002;0,323232;2,48081;100.100;-60;-60
0,002003;0,327273;2,48889;100.150;-60;-60
0,002004;0,339394;2,48485;100.200;-60;-60
0,002005;0,335354;2,48485;100.250;-60;-60
0,002006;0,331313;2,48889;100.300;-60;-60
0,002007;0,335354;2,48485;100.350;-60;-60
0,002008;0,331313;2,48081;100.400;-55,92;-60
0,002009;0,339394;2,48485;100.450;-41,0256;-60
0,00201;0,327273;2,48889;100.500;-41,9594;-60
0,002011;0,339394;2,48889;100.550;-60;-60
0,002012;0,331313;2,49697;100.600;-60;-60
0,002013;0,335354;2,48081;100.650;-60;-60
0,002014;0,343434;2,48485;100.700;-60;-60
0,002015;0,335354;2,48485;100.750;-60;-60
0,002016;0,335354;2,48485;100.800;-60;-60
0,002017;0,335354;2,48485;100.850;-60;-60
0,002018;0,331313;2,48081;100.900;-60;-60
0,002019;0,323232;2,47677;100.950;-60;-60
0,00202;0,335354;2,48485;101.000;-60;-60
0,002021;0,327273;2,48889;101.050;-60;-60
0,002022;0,335354;2,48889;101.100;-60;-60
0,002023;0,343434;2,48081;101.150;-60;-60
0,002024;0,335354;2,48889;101.200;-60;-60
0,002025;0,339394;2,49293;101.250;-60;-60
0,002026;0,339394;2,48889;101.300;-60;-60
0,002027;0,339394;2,49293;101.350;-60;-60
0,002028;0,327273;2,48081;101.400;-47,709;-60
0,002029;0,327273;2,48081;101.450;-39,9073;-60
0,00203;0,323232;2,48485;101.500;-46,661;-60
0,002031;0,335354;2,47677;101.550;-60;-60
0,002032;0,323232;2,48889;101.600;-60;-60
0,002033;0,331313;2,48889;101.650;-60;-60
0,002034;0,331313;2,49293;101.700;-60;-60
0,002035;0,339394;2,48889;101.750;-60;-60
0,002036;0,331313;2,48081;101.800;-60;-60
0,002037;0,331313;2,48889;101.850;-60;-60
0,002038;0,327273;2,47677;101.900;-60;-60
0,002039;0,331313;2,49293;101.950;-57,7125;-60
0,00204;0,335354;2,48889;102.000;-60;-60
0,002041;0,327273;2,48081;102.050;-60;-60
0,002042;0,335354;2,48485;102.100;-60;-60
0,002043;0,331313;2,48889;102.150;-60;-60
0,002044;0,323232;2,48485;102.200;-60;-60
0,002045;0,331313;2,47677;102.250;-60;-60
0,002046;0,331313;2,48081;102.300;-60;-60
0,002047;0,327273;2,47677;102.350;-60;-60
0,002048;0,331313;2,48889;102.400;-42,8981;-60
0,002049;0,327273;2,48081;102.450;-40,8733;-60
0,00205;0,335354;2,48889;102.500;-54,9516;-60
0,002051;0,335354;2,48485;102.550;-60;-60
0,002052;0,331313;2,48485;102.600;-60;-60
0,002053;0,327273;2,47677;102.650;-60;-60
0,002054;0,331313;2,48081;102.700;-60;-60
0,002055;0,327273;2,48889;102.750;-60;-60
0,002056;0,327273;2,49293;102.800;-60;-60
0,002057;0,339394;2,48889;102.850;-60;-60
0,002058;0,335354;2,48889;102.900;-56,3739;-60
0,002059;0,335354;2,48485;102.950;-56,8928;-60
0,00206;0,339394;2,49293;103.000;-60;-60
0,002061;0,323232;2,49697;103.050;-60;-60
0,002062;0,339394;2,48485;103.100;-60;-60
0,002063;0,343434;2,47677;103.150;-60;-60
0,002064;0,335354;2,48081;103.200;-60;-60
0,002065;0,339394;2,48889;103.250;-60;-60
0,002066;0,335354;2,48485;103.300;-60;-60
0,002067;0,323232;2,46869;103.350;-51,9271;-60
0,002068;0,327273;2,48485;103.400;-40,7134;-60
0,002069;0,335354;2,48081;103.450;-44,2226;-60
0,00207;0,327273;2,48081;103.500;-60;-60
0,002071;0,323232;2,48485;103.550;-60;-60
0,002072;0,335354;2,48081;103.600;-60;-60
0,002073;0,339394;2,48081;103.650;-60;-60
0,002074;0,331313;2,49293;103.700;-60;-60
0,002075;0,331313;2,49293;103.750;-60;-60
0,002076;0,339394;2,48889;103.800;-60;-60
0,002077;0,331313;2,48889;103.850;-59,99;-60
0,002078;0,331313;2,48889;103.900;-52,3173;-60
0,002079;0,335354;2,47677;103.950;-58,9008;-60
0,00208;0,335354;2,48081;104.000;-60;-60
0,002081;0,331313;2,49293;104.050;-60;-60
0,002082;0,335354;2,48485;104.100;-60;-60
0,002083;0,339394;2,48081;104.150;-60;-60
0,002084;0,335354;2,48485;104.200;-60;-60
0,002085;0,335354;2,48485;104.250;-60;-60
0,002086;0,335354;2,48485;104.300;-60;-60
0,002087;0,343434;2,48889;104.350;-45,3952;-60
0,002088;0,331313;2,49293;104.400;-40,7042;-60
0,002089;0,335354;2,48485;104.450;-50,2919;-60
0,00209;0,331313;2,48485;104.500;-60;-60
0,002091;0,343434;2,48485;104.550;-60;-60
0,002092;0,323232;2,48081;104.600;-60;-60
0,002093;0,335354;2,48889;104.650;-60;-60
0,002094;0,343434;2,48485;104.700;-60;-60
0,002095;0,331313;2,48081;104.750;-60;-60
0,002096;0,343434;2,48485;104.800;-60;-60
0,002097;0,331313;2,48485;104.850;-53,5115;-60
0,002098;0,331313;2,48485;104.900;-51,117;-60
0,002099;0,343434;2,48485;104.950;-60;-60
0,0021;0,339394;2,48485;105.000;-60;-60
0,002101;0,331313;2,48485;105.050;-60;-60
0,002102;0,339394;2,48889;105.100;-60;-60
0,002103;0,331313;2,48081;105.150;-60;-60
0,002104;0,339394;2,48485;105.200;-60;-60
0,002105;0,331313;2,49293;105.250;-60;-60
0,002106;0,331313;2,48485;105.300;-58,3061;-60
0,002107;0,331313;2,48889;105.350;-41,9797;-60
0,002108;0,343434;2,47677;105.400;-42,7828;-60
0,002109;0,331313;2,48889;105.450;-60;-60
0,00211;0,331313;2,49293;105.500;-60;-60
0,002111;0,335354;2,48889;105.550;-60;-60
0,002112;0,339394;2,48889;105.600;-60;-60
0,002113;0,335354;2,48889;105.650;-60;-60
0,002114;0,331313;2,48485;105.700;-60;-60
0,002115;0,343434;2,48889;105.750;-60;-60
0,002116;0,327273;2,48081;105.800;-60;-60
0,002117;0,335354;2,48081;105.850;-49,8546;-60
0,002118;0,339394;2,47677;105.900;-52,9776;-60
0,002119;0,331313;2,49293;105.950;-60;-60
0,00212;0,327273;2,48485;106.000;-60;-60
0,002121;0,331313;2,48485;106.050;-60;-60
0,002122;0,323232;2,47677;106.100;-60;-60
0,002123;0,335354;2,47273;106.150;-60;-60
0,002124;0,331313;2,48889;106.200;-60;-60
0,002125;0,335354;2,47677;106.250;-60;-60
0,002126;0,335354;2,48081;106.300;-49,1724;-60
0,002127;0,331313;2,48889;106.350;-41,0447;-60
0,002128;0,339394;2,49293;106.400;-47,4768;-60
0,002129;0,335354;2,48485;106.450;-60;-60
0,00213;0,343434;2,48485;106.500;-60;-60
0,002131;0,327273;2,48485;106.550;-60;-60
0,002132;0,343434;2,48485;106.600;-60;-60
0,002133;0,335354;2,48889;106.650;-60;-60
0,002134;0,339394;2,48485;106.700;-60;-60
0,002135;0,335354;2,48889;106.750;-60;-60
0,002136;0,331313;2,48081;106.800;-52,8349;-60
0,002137;0,335354;2,48081;106.850;-48,275;-60
0,002138;0,331313;2,48081;106.900;-57,533;-60
0,002139;0,327273;2,48889;106.950;-60;-60
0,00214;0,335354;2,47677;107.000;-60;-60
0,002141;0,335354;2,47677;107.050;-60;-60
0,002142;0,331313;2,48889;107.100;-60;-60
0,002143;0,339394;2,47677;107.150;-60;-60
0,002144;0,339394;2,48485;107.200;-60;-60
0,002145;0,339394;2,48081;107.250;-60;-60
0,002146;0,327273;2,48081;107.300;-44,3051;-60
0,002147;0,327273;2,49293;107.350;-42,2308;-60
0,002148;0,335354;2,49293;107.400;-55,574;-60
0,002149;0,327273;2,49293;107.450;-60;-60
0,00215;0,331313;2,48889;107.500;-60;-60
0,002151;0,327273;2,49293;107.550;-60;-60
0,002152;0,335354;2,48081;107.600;-60;-60
0,002153;0,335354;2,48889;107.650;-60;-60
0,002154;0,335354;2,49293;107.700;-60;-60
0,002155;0,331313;2,48889;107.750;-60;-60
0,002156;0,327273;2,48485;107.800;-48,2036;-60
0,002157;0,335354;2,49293;107.850;-49,0061;-60
0,002158;0,331313;2,50101;107.900;-60;-60
0,002159;0,335354;2,49697;107.950;-60;-60
0,00216;0,339394;2,48889;108.000;-60;-60
0,002161;0,331313;2,47273;108.050;-60;-60
0,002162;0,331313;2,48081;108.100;-60;-60
0,002163;0,327273;2,48081;108.150;-60;-60
0,002164;0,335354;2,48485;108.200;-60;-60
0,002165;0,347475;2,48485;108.250;-54,3339;-60
0,002166;0,347475;2,47677;108.300;-42,1091;-60
0,002167;0,331313;2,48485;108.350;-45,6481;-60
0,002168;0,331313;2,48485;108.400;-60;-60
0,002169;0,331313;2,48081;108.450;-60;-60
0,00217;0,335354;2,47273;108.500;-60;-60
0,002171;0,339394;2,48485;108.550;-60;-60
0,002172;0,331313;2,48485;108.600;-60;-60
0,002173;0,335354;2,48889;108.650;-60;-60
0,002174;0,331313;2,48485;108.700;-60;-60
0,002175;0,331313;2,48889;108.750;-54,1369;-60
0,002176;0,327273;2,48081;108.800;-46,0359;-60
0,002177;0,339394;2,48889;108.850;-52,3341;-60
0,002178;0,327273;2,47677;108.900;-60;-60
0,002179;0,343434;2,48889;108.950;-60;-60
0,00218;0,335354;2,49293;109.000;-60;-60
0,002181;0,339394;2,48081;109.050;-60;-60
0,002182;0,343434;2,48485;109.100;-60;-60
0,002183;0,335354;2,48485;109.150;-60;-60
0,002184;0,327273;2,48485;109.200;-60;-60
0,002185;0,331313;2,48081;109.250;-47,5126;-60
0,002186;0,339394;2,48485;109.300;-42,1357;-60
0,002187;0,323232;2,48889;109.350;-51,8002;-60
0,002188;0,331313;2,49697;109.400;-60;-60
0,002189;0,335354;2,49293;109.450;-60;-60
0,00219;0,331313;2,49293;109.500;-60;-60
0,002191;0,335354;2,49293;109.550;-60;-60
0,002192;0,335354;2,49293;109.600;-60;-60
0,002193;0,343434;2,47677;109.650;-60;-60
0,002194;0,343434;2,49697;109.700;-60;-60
0,002195;0,327273;2,48485;109.750;-48,2833;-60
0,002196;0,327273;2,49293;109.800;-46,2147;-60
0,002197;0,339394;2,48485;109.850;-59,4837;-60
0,002198;0,343434;2,48889;109.900;-60;-60
0,002199;0,331313;2,48081;109.950;-60;-60
0,0022;0,335354;2,48889;110.000;-60;-60
0,002201;0,327273;2,48485;110.050;-60;-60
0,002202;0,331313;2,48081;110.100;-60;-60
0,002203;0,327273;2,48889;110.150;-60;-60
0,002204;0,339394;2,49697;110.200;-59,6253;-60
0,002205;0,335354;2,48485;110.250;-44,0982;-60
0,002206;0,335354;2,48889;110.300;-44,4631;-60
0,002207;0,343434;2,49293;110.350;-60;-60
0,002208;0,335354;2,48081;110.400;-60;-60
0,002209;0,335354;2,48889;110.450;-60;-60
0,00221;0,339394;2,49293;110.500;-60;-60
0,002211;0,331313;2,48485;110.550;-60;-60
0,002212;0,335354;2,47273;110.600;-60;-60
0,002213;0,343434;2,48889;110.650;-60;-60
0,002214;0,323232;2,49293;110.700;-57,7823;-60
0,002215;0,327273;2,48081;110.750;-45,1121;-60
0,002216;0,331313;2,48081;110.800;-48,5864;-60
0,002217;0,343434;2,48485;110.850;-60;-60
0,002218;0,331313;2,48485;110.900;-60;-60
0,002219;0,335354;2,48889;110.950;-60;-60
0,00222;0,339394;2,48081;111.000;-60;-60
0,002221;0,339394;2,48485;111.050;-60;-60
0,002222;0,331313;2,48485;111.100;-60;-60
0,002223;0,331313;2,48485;111.150;-60;-60
0,002224;0,335354;2,48485;111.200;-51,5603;-60
0,002225;0,339394;2,48081;111.250;-43,1184;-60
0,002226;0,347475;2,48889;111.300;-49,1742;-60
0,002227;0,335354;2,48485;111.350;-60;-60
0,002228;0,335354;2,48889;111.400;-60;-60
0,002229;0,347475;2,48485;111.450;-60;-60
0,00223;0,351515;2,47677;111.500;-60;-60
0,002231;0,339394;2,48485;111.550;-60;-60
0,002232;0,339394;2,48081;111.600;-60;-60
0,002233;0,331313;2,48081;111.650;-60;-60
0,002234;0,331313;2,48485;111.700;-49,7682;-60
0,002235;0,331313;2,48081;111.750;-44,1973;-60
0,002236;0,339394;2,48485;111.800;-54,0326;-60
0,002237;0,335354;2,49697;111.850;-60;-60
0,002238;0,327273;2,48485;111.900;-60;-60
0,002239;0,343434;2,49293;111.950;-60;-60
0,00224;0,327273;2,48081;112.000;-60;-60
0,002241;0,331313;2,48889;112.050;-60;-60
0,002242;0,331313;2,48485;112.100;-60;-60
0,002243;0,331313;2,48081;112.150;-60;-60
0,002244;0,339394;2,48485;112.200;-46,8568;-60
0,002245;0,331313;2,48485;112.250;-44,2733;-60
0,002246;0,339394;2,50101;112.300;-57,502;-60
0,002247;0,331313;2,49293;112.350;-60;-60
0,002248;0,335354;2,48081;112.400;-60;-60
0,002249;0,331313;2,48485;112.450;-60;-60
0,00225;0,339394;2,48889;112.500;-60;-60
0,002251;0,339394;2,48485;112.550;-60;-60
0,002252;0,335354;2,47677;112.600;-60;-60
0,002253;0,335354;2,48889;112.650;-60;-60
0,002254;0,343434;2,48485;112.700;-45,3986;-60
0,002255;0,327273;2,48485;112.750;-45,6067;-60
0,002256;0,335354;2,47677;112.800;-60;-60
0,002257;0,335354;2,48485;112.850;-60;-60
0,002258;0,331313;2,47677;112.900;-60;-60
0,002259;0,331313;2,49293;112.950;-60;-60
0,00226;0,331313;2,47677;113.000;-60;-60
0,002261;0,335354;2,48081;113.050;-60;-60
0,002262;0,339394;2,48081;113.100;-60;-60
0,002263;0,339394;2,48485;113.150;-56,4973;-60
0,002264;0,327273;2,48889;113.200;-44,9852;-60
0,002265;0,331313;2,47677;113.250;-47,8533;-60
0,002266;0,331313;2,48485;113.300;-60;-60
0,002267;0,327273;2,48081;113.350;-60;-60
0,002268;0,339394;2,47677;113.400;-60;-60
0,002269;0,327273;2,47273;113.450;-60;-60
0,00227;0,331313;2,48081;113.500;-60;-60
0,002271;0,331313;2,48889;113.550;-60;-60
0,002272;0,331313;2,49293;113.600;-60;-60
0,002273;0,331313;2,48081;113.650;-52,0783;-60
0,002274;0,327273;2,48485;113.700;-43,3471;-60
0,002275;0,331313;2,48889;113.750;-49,3284;-60
0,002276;0,335354;2,47677;113.800;-60;-60
0,002277;0,343434;2,49293;113.850;-60;-60
0,002278;0,339394;2,48081;113.900;-60;-60
0,002279;0,335354;2,47677;113.950;-60;-60
0,00228;0,335354;2,48485;114.000;-60;-60
0,002281;0,339394;2,47677;114.050;-60;-60
0,002282;0,327273;2,48081;114.100;-60;-60
0,002283;0,339394;2,48081;114.150;-50,4797;-60
0,002284;0,339394;2,49293;114.200;-45,2759;-60
0,002285;0,331313;2,47677;114.250;-53,9358;-60
0,002286;0,335354;2,49293;114.300;-60;-60
0,002287;0,343434;2,48485;114.350;-60;-60
0,002288;0,331313;2,47677;114.400;-60;-60
0,002289;0,327273;2,49293;114.450;-60;-60
0,00229;0,327273;2,47273;114.500;-60;-60
0,002291;0,331313;2,48485;114.550;-60;-60
0,002292;0,327273;2,48081;114.600;-60;-60
0,002293;0,339394;2,48081;114.650;-46,2794;-60
0,002294;0,335354;2,48889;114.700;-43,5186;-60
