"t / s";"CH1 / V";"CH2 / V";"f / Hz";"SP1 / dB";"SP2 / dB"
0,002802;5,13131;0,40404;140.100;-60;-55,4247
0,002803;5,13131;0,40404;140.150;-48,7584;-40,5297
0,002804;5,13131;0,40404;140.200;-50,1173;-41,7749
0,002805;5,13131;0,40404;140.250;-60;-60
0,002806;5,13131;0,444444;140.300;-60;-60
0,002807;5,13131;0,40404;140.350;-60;-60
0,002808;5,13131;0,40404;140.400;-60;-60
0,002809;5,13131;0,40404;140.450;-60;-60
0,00281;5,13131;0,40404;140.500;-60;-60
0,002811;5,13131;0,40404;140.550;-60;-60
0,002812;5,13131;0,40404;140.600;-56,0036;-48,6819
0,002813;5,13131;0,40404;140.650;-44,6199;-37,6225
0,002814;5,13131;0,40404;140.700;-48,9242;-42,4087
0,002815;5,13131;0,40404;140.750;-60;-60
0,002816;5,13131;0,40404;140.800;-60;-60
0,002817;5,13131;0,40404;140.850;-60;-60
0,002818;5,13131;0,40404;140.900;-60;-60
0,002819;5,13131;0,444444;140.950;-60;-60
0,00282;5,13131;0,40404;141.000;-60;-60
0,002821;5,13131;0,40404;141.050;-60;-60
0,002822;5,13131;0,40404;141.100;-56,369;-47,9333
0,002823;5,13131;0,40404;141.150;-48,4336;-40,2328
0,002824;5,13131;0,40404;141.200;-55,7035;-48,3548
0,002825;5,13131;0,40404;141.250;-60;-60
0,002826;5,13131;0,40404;141.300;-60;-60
0,002827;5,13131;0,40404;141.350;-60;-60
0,002828;5,13131;0,40404;141.400;-60;-60
0,002829;5,13131;0,40404;141.450;-60;-60
0,00283;5,13131;0,40404;141.500;-60;-60
0,002831;5,13131;0,40404;141.550;-60;-60
0,002832;5,13131;0,40404;141.600;-48,7025;-41,508
0,002833;5,13131;0,40404;141.650;-44,3772;-37,2605
0,002834;5,13131;0,40404;141.700;-55,0429;-48,0065
0,002835;5,13131;0,40404;141.750;-60;-60
0,002836;5,13131;0,40404;141.800;-60;-60
0,002837;5,13131;0,40404;141.850;-60;-60
0,002838;5,13131;0,40404;141.900;-60;-60
0,002839;5,13131;0,40404;141.950;-60;-60
0,00284;5,13131;0,40404;142.000;-60;-60
0,002841;5,13131;0,40404;142.050;-60;-60
0,002842;5,13131;0,40404;142.100;-52,1894;-43,9709
0,002843;5,13131;0,40404;142.150;-50,4486;-42,4509
0,002844;5,13131;0,40404;142.200;-60;-60
0,002845;5,13131;0,40404;142.250;-60;-60
0,002846;5,13131;0,40404;142.300;-60;-60
0,002847;5,13131;0,40404;142.350;-60;-60
0,002848;5,13131;0,40404;142.400;-60;-60
0,002849;5,13131;0,40404;142.450;-60;-60
0,00285;5,13131;0,40404;142.500;-60;-60
0,002851;5,13131;0,40404;142.550;-60;-53,3198
0,002852;5,13131;0,40404;142.600;-44,9819;-37,6969
0,002853;5,13131;0,40404;142.650;-46,3527;-38,9999
0,002854;5,13131;0,40404;142.700;-60;-57,9054
0,002855;5,13131;0,40404;142.750;-60;-60
0,002856;5,13131;0,40404;142.800;-60;-60
0,002857;5,13131;0,40404;142.850;-60;-60
0,002858;5,13131;0,40404;142.900;-60;-60
0,002859;5,13131;0,40404;142.950;-60;-60
0,00286;5,13131;0,40404;143.000;-60;-60
0,002861;5,13131;0,40404;143.050;-60;-53,9801
0,002862;5,13131;0,40404;143.100;-50,8552;-42,3917
0,002863;5,13131;0,40404;143.150;-54,8805;-46,3269
0,002864;5,13131;0,40404;143.200;-60;-60
0,002865;5,13131;0,40404;143.250;-60;-60
0,002866;5,13131;0,40404;143.300;-60;-60
0,002867;5,13131;0,40404;143.350;-60;-60
0,002868;5,13131;0,40404;143.400;-60;-60
0,002869;5,13131;0,40404;143.450;-60;-60
0,00287;5,13131;0,40404;143.500;-60;-60
0,002871;5,13131;0,40404;143.550;-51,4381;-43,6718
0,002872;5,13131;0,40404;143.600;-43,7049;-36,3179
0,002873;5,13131;0,40404;143.650;-50,9686;-43,816
0,002874;5,13131;0,40404;143.700;-60;-60
0,002875;5,13131;0,40404;143.750;-60;-60
0,002876;5,13131;0,40404;143.800;-60;-60
0,002877;5,13131;0,40404;143.850;-60;-60
0,002878;5,13131;0,40404;143.900;-60;-60
0,002879;5,13131;0,40404;143.950;-60;-60
0,00288;5,13131;0,40404;144.000;-60;-60
0,002881;5,13131;0,40404;144.050;-56,8101;-47,7606
0,002882;5,13131;0,40404;144.100;-52,0428;-43,0187
0,002883;5,13131;0,40404;144.150;-60;-54,2181
0,002884;5,13131;0,40404;144.200;-60;-60
0,002885;5,13131;0,40404;144.250;-60;-60
0,002886;5,13131;0,40404;144.300;-60;-60
0,002887;5,13131;0,40404;144.350;-60;-60
0,002888;5,13131;0,40404;144.400;-60;-60
0,002889;5,13131;0,40404;144.450;-60;-60
0,00289;5,13131;0,40404;144.500;-60;-59,9074
0,002891;5,13131;0,40404;144.550;-46,2526;-38,8735
0,002892;5,13131;0,40404;144.600;-44,5858;-37,388
0,002893;5,13131;0,40404;144.650;-58,5297;-51,8957
0,002894;5,13131;0,40404;144.700;-60;-60
0,002895;5,13131;0,40404;144.750;-60;-60
0,002896;5,13131;0,40404;144.800;-60;-60
0,002897;5,13131;0,40404;144.850;-60;-60
0,002898;5,13131;0,40404;144.900;-60;-60
0,002899;5,13131;0,40404;144.950;-60;-60
0,0029;5,13131;0,40404;145.000;-60;-59,9169
0,002901;5,13131;0,40404;145.050;-54,7296;-45,52
0,002902;5,13131;0,40404;145.100;-55,5739;-46,6572
0,002903;5,13131;0,40404;145.150;-60;-60
0,002904;5,13131;0,40404;145.200;-60;-60
0,002905;5,13131;0,444444;145.250;-60;-60
0,002906;5,13131;0,40404;145.300;-60;-60
0,002907;5,13131;0,40404;145.350;-60;-60
0,002908;5,13131;0,40404;145.400;-60;-60
0,002909;5,13131;0,40404;145.450;-60;-60
0,00291;5,13131;0,40404;145.500;-55,3394;-47,6758
0,002911;5,12727;0,40404;145.550;-43,8132;-36,4526
0,002912;5,13131;0,40404;145.600;-47,8861;-40,6757
0,002913;5,13131;0,40404;145.650;-60;-60
0,002914;5,13131;0,40404;145.700;-60;-60
0,002915;5,13131;0,40404;145.750;-60;-60
0,002916;5,13131;0,40404;145.800;-60;-60
0,002917;5,13131;0,40404;145.850;-60;-60
0,002918;5,13131;0,40404;145.900;-60;-60
0,002919;5,13131;0,40404;145.950;-60;-60
0,00292;5,13131;0,40404;146.000;-60;-53,2347
0,002921;5,13131;0,40404;146.050;-55,4357;-46,0253
0,002922;5,13131;0,40404;146.100;-60;-53,7456
0,002923;5,13131;0,363636;146.150;-60;-60
0,002924;5,13131;0,40404;146.200;-60;-60
0,002925;5,13131;0,40404;146.250;-60;-60
0,002926;5,13131;0,40404;146.300;-60;-60
0,002927;5,13131;0,40404;146.350;-60;-60
0,002928;5,13131;0,40404;146.400;-60;-60
0,002929;5,13131;0,40404;146.450;-60;-60
0,00293;5,13131;0,40404;146.500;-48,4027;-40,9732
0,002931;5,13131;0,40404;146.550;-43,5994;-36,1585
0,002932;5,13131;0,40404;146.600;-53,9107;-46,5274
0,002933;5,13131;0,40404;146.650;-60;-60
0,002934;5,13131;0,40404;146.700;-60;-60
0,002935;5,13131;0,40404;146.750;-60;-60
0,002936;5,13131;0,40404;146.800;-60;-60
0,002937;5,13131;0,40404;146.850;-60;-60
0,002938;5,13131;0,40404;146.900;-60;-60
0,002939;5,13131;0,40404;146.950;-60;-60
0,00294;5,13131;0,40404;147.000;-60;-50,3981
0,002941;5,13131;0,444444;147.050;-58,4652;-48,385
0,002942;5,13131;0,40404;147.100;-60;-60
0,002943;5,13131;0,40404;147.150;-60;-60
0,002944;5,13131;0,40404;147.200;-60;-60
0,002945;5,13131;0,40404;147.250;-60;-60
0,002946;5,13131;0,40404;147.300;-60;-60
0,002947;5,13131;0,40404;147.350;-60;-60
0,002948;5,13131;0,40404;147.400;-60;-60
0,002949;5,13131;0,40404;147.450;-60;-52,7982
0,00295;5,13131;0,40404;147.500;-44,7224;-37,2008
0,002951;5,13131;0,40404;147.550;-45,7287;-38,2325
0,002952;5,13131;0,40404;147.600;-60;-58,1235
0,002953;5,12727;0,40404;147.650;-60;-60
0,002954;5,13131;0,40404;147.700;-60;-60
0,002955;5,13131;0,40404;147.750;-60;-60
0,002956;5,13131;0,40404;147.800;-60;-60
0,002957;5,13131;0,40404;147.850;-60;-60
0,002958;5,13131;0,40404;147.900;-60;-60
0,002959;5,13131;0,40404;147.950;-60;-59,2109
0,00296;5,13131;0,40404;148.000;-60;-50,233
0,002961;5,13131;0,40404;148.050;-60;-54,0708
0,002962;5,13131;0,40404;148.100;-60;-60
0,002963;5,13131;0,40404;148.150;-60;-60
0,002964;5,13131;0,40404;148.200;-60;-60
0,002965;5,13131;0,40404;148.250;-60;-60
0,002966;5,13131;0,40404;148.300;-60;-60
0,002967;5,13131;0,40404;148.350;-60;-60
0,002968;5,13131;0,40404;148.400;-60;-60
0,002969;5,13131;0,40404;148.450;-51,5321;-44,3325
0,00297;5,13131;0,40404;148.500;-43,372;-35,9721
0,002971;5,13131;0,40404;148.550;-50,2755;-42,9927
0,002972;5,13131;0,40404;148.600;-60;-60
0,002973;5,13131;0,40404;148.650;-60;-60
0,002974;5,13131;0,40404;148.700;-60;-60
0,002975;5,13131;0,40404;148.750;-60;-60
0,002976;5,13131;0,40404;148.800;-60;-60
0,002977;5,13131;0,40404;148.850;-60;-60
0,002978;5,13131;0,40404;148.900;-60;-60
0,002979;5,13131;0,40404;148.950;-60;-59,196
0,00298;5,13131;0,40404;149.000;-60;-52,7884
0,002981;5,13131;0,40404;149.050;-60;-60
0,002982;5,13131;0,40404;149.100;-60;-60
0,002983;5,13131;0,40404;149.150;-60;-60
0,002984;5,13131;0,40404;149.200;-60;-60
0,002985;5,13131;0,40404;149.250;-60;-60
0,002986;5,13131;0,40404;149.300;-60;-60
0,002987;5,13131;0,40404;149.350;-60;-60
0,002988;5,13131;0,40404;149.400;-60;-60
0,002989;5,13131;0,40404;149.450;-46,3181;-39,0058
0,00299;5,13131;0,40404;149.500;-44,3122;-36,9554
0,002991;5,13131;0,40404;149.550;-58,0233;-50,4649
0,002992;5,13131;0,40404;149.600;-60;-60
0,002993;5,13131;0,40404;149.650;-60;-60
0,002994;5,13131;0,40404;149.700;-60;-60
0,002995;5,12727;0,40404;149.750;-60;-60
0,002996;5,13131;0,40404;149.800;-60;-60
0,002997;5,13131;0,40404;149.850;-60;-60
0,002998;5,13131;0,40404;149.900;-60;-60
0,002999;5,13131;0,40404;149.950;-60;-60
0,003;5,13131;0,40404;150.000;-60;-60
0,003001;5,13131;0,40404;150.050;-60;-60
0,003002;5,13131;0,40404;150.100;-60;-60
0,003003;5,13131;0,40404;150.150;-60;-60
0,003004;5,13131;0,40404;150.200;-60;-60
0,003005;5,13131;0,40404;150.250;-60;-60
0,003006;5,13131;0,40404;150.300;-60;-60
0,003007;5,13131;0,40404;150.350;-60;-60
0,003008;5,13131;0,40404;150.400;-55,7699;-47,6721
0,003009;5,13131;0,40404;150.450;-43,8635;-36,298
0,00301;5,13131;0,40404;150.500;-47,5715;-40,3709
0,003011;5,13131;0,40404;150.550;-60;-60
0,003012;5,13131;0,40404;150.600;-60;-60
0,003013;5,13131;0,40404;150.650;-60;-60
0,003014;5,13131;0,40404;150.700;-60;-60
0,003015;5,13131;0,40404;150.750;-60;-60
0,003016;5,13131;0,40404;150.800;-60;-60
0,003017;5,13131;0,40404;150.850;-60;-60
0,003018;5,13131;0,40404;150.900;-60;-60
0,003019;5,13131;0,40404;150.950;-60;-60
0,00302;5,13131;0,40404;151.000;-60;-60
0,003021;5,13131;0,40404;151.050;-60;-60
0,003022;5,13131;0,40404;151.100;-60;-60
0,003023;5,13131;0,40404;151.150;-60;-60
0,003024;5,13131;0,40404;151.200;-60;-60
0,003025;5,13131;0,40404;151.250;-60;-60
0,003026;5,13131;0,40404;151.300;-60;-60
0,003027;5,13131;0,40404;151.350;-60;-60
0,003028;5,13131;0,40404;151.400;-48,8763;-41,1617
0,003029;5,13131;0,40404;151.450;-43,6968;-36,2242
0,00303;5,13131;0,40404;151.500;-53,6448;-46,2172
0,003031;5,13131;0,40404;151.550;-60;-60
0,003032;5,13131;0,40404;151.600;-60;-60
0,003033;5,13131;0,40404;151.650;-60;-60
0,003034;5,13131;0,40404;151.700;-60;-60
0,003035;5,13131;0,40404;151.750;-60;-60
0,003036;5,13131;0,40404;151.800;-60;-60
0,003037;5,13131;0,40404;151.850;-60;-60
0,003038;5,13131;0,40404;151.900;-60;-60
0,003039;5,13131;0,40404;151.950;-60;-60
0,00304;5,13131;0,40404;152.000;-60;-60
0,003041;5,13131;0,40404;152.050;-60;-60
0,003042;5,13131;0,40404;152.100;-60;-60
0,003043;5,13131;0,40404;152.150;-60;-60
0,003044;5,13131;0,40404;152.200;-60;-60
0,003045;5,13131;0,40404;152.250;-60;-60
0,003046;5,13131;0,40404;152.300;-60;-60
0,003047;5,13131;0,40404;152.350;-60;-53,3253
0,003048;5,13131;0,40404;152.400;-45,143;-37,3384
0,003049;5,13131;0,40404;152.450;-45,8781;-38,2066
0,00305;5,13131;0,40404;152.500;-60;-56,2194
0,003051;5,13131;0,40404;152.550;-60;-60
0,003052;5,13131;0,40404;152.600;-60;-60
0,003053;5,13131;0,40404;152.650;-60;-60
0,003054;5,13131;0,40404;152.700;-60;-60
0,003055;5,13131;0,40404;152.750;-60;-60
0,003056;5,13131;0,40404;152.800;-60;-60
0,003057;5,13131;0,40404;152.850;-60;-60
0,003058;5,13131;0,40404;152.900;-58,2238;-55,1188
0,003059;5,13131;0,40404;152.950;-60;-58,2968
0,00306;5,13131;0,444444;153.000;-60;-60
0,003061;5,13131;0,40404;153.050;-60;-60
0,003062;5,13131;0,40404;153.100;-60;-60
0,003063;5,13131;0,40404;153.150;-60;-60
0,003064;5,13131;0,40404;153.200;-60;-60
0,003065;5,13131;0,40404;153.250;-60;-60
0,003066;5,13131;0,40404;153.300;-60;-60
0,003067;5,13131;0,40404;153.350;-52,2056;-44,4016
0,003068;5,13131;0,40404;153.400;-43,8216;-36,1987
0,003069;5,13131;0,40404;153.450;-50,4506;-42,874
0,00307;5,13131;0,40404;153.500;-60;-60
0,003071;5,13131;0,40404;153.550;-60;-60
0,003072;5,13131;0,40404;153.600;-60;-60
0,003073;5,13131;0,40404;153.650;-60;-60
0,003074;5,13131;0,40404;153.700;-60;-60
0,003075;5,13131;0,40404;153.750;-60;-60
0,003076;5,13131;0,40404;153.800;-60;-60
0,003077;5,13131;0,40404;153.850;-60;-57,5724
0,003078;5,13131;0,40404;153.900;-56,0755;-50,8671
0,003079;5,13131;0,40404;153.950;-60;-59,0035
0,00308;5,13131;0,40404;154.000;-60;-60
0,003081;5,13131;0,40404;154.050;-60;-60
0,003082;5,13131;0,40404;154.100;-60;-60
0,003083;5,13131;0,40404;154.150;-60;-60
0,003084;5,13131;0,40404;154.200;-60;-60
0,003085;5,13131;0,40404;154.250;-60;-60
0,003086;5,13131;0,40404;154.300;-60;-60
0,003087;5,13131;0,40404;154.350;-47,1629;-39,4837
0,003088;5,13131;0,40404;154.400;-44,8122;-36,9684
0,003089;5,13131;0,444444;154.450;-58,1614;-50,8234
0,00309;5,13131;0,40404;154.500;-60;-60
0,003091;5,13131;0,40404;154.550;-60;-60
0,003092;5,13131;0,40404;154.600;-60;-60
0,003093;5,13131;0,40404;154.650;-60;-60
0,003094;5,13131;0,40404;154.700;-60;-60
0,003095;5,13131;0,40404;154.750;-60;-60
0,003096;5,13131;0,40404;154.800;-60;-60
0,003097;5,13131;0,40404;154.850;-55,4706;-49,9488
0,003098;5,13131;0,40404;154.900;-56,2827;-51,8892
0,003099;5,13131;0,40404;154.950;-60;-60
0,0031;5,13131;0,40404;155.000;-60;-60
0,003101;5,13131;0,40404;155.050;-60;-60
0,003102;5,13131;0,40404;155.100;-60;-60
0,003103;5,13131;0,40404;155.150;-60;-60
0,003104;5,13131;0,40404;155.200;-60;-60
0,003105;5,13131;0,40404;155.250;-60;-60
0,003106;5,13131;0,40404;155.300;-57,0517;-48,4086
0,003107;5,13131;0,40404;155.350;-44,8039;-36,862
0,003108;5,13131;0,40404;155.400;-48,1986;-40,6817
0,003109;5,13131;0,40404;155.450;-60;-60
0,00311;5,13131;0,40404;155.500;-60;-60
0,003111;5,13131;0,40404;155.550;-60;-60
0,003112;5,13131;0,40404;155.600;-60;-60
0,003113;5,13131;0,40404;155.650;-60;-60
0,003114;5,13131;0,40404;155.700;-60;-60
0,003115;5,13131;0,40404;155.750;-60;-60
0,003116;5,13131;0,40404;155.800;-60;-57,6111
0,003117;5,13131;0,40404;155.850;-52,4472;-47,565
0,003118;5,13131;0,40404;155.900;-58,5325;-52,8149
0,003119;5,13131;0,40404;155.950;-60;-60
0,00312;5,13131;0,40404;156.000;-60;-60
0,003121;5,13131;0,40404;156.050;-60;-60
0,003122;5,13131;0,40404;156.100;-60;-60
0,003123;5,13131;0,40404;156.150;-60;-60
0,003124;5,13131;0,40404;156.200;-60;-60
0,003125;5,13131;0,40404;156.250;-60;-60
0,003126;5,13131;0,40404;156.300;-50,0751;-42,5593
0,003127;5,13131;0,40404;156.350;-44,6024;-36,9978
0,003128;5,13131;0,40404;156.400;-54,1328;-47,028
0,003129;5,13131;0,40404;156.450;-60;-60
0,00313;5,13131;0,40404;156.500;-60;-60
0,003131;5,13131;0,40404;156.550;-60;-60
0,003132;5,13131;0,40404;156.600;-60;-60
0,003133;5,13131;0,40404;156.650;-60;-60
0,003134;5,13131;0,40404;156.700;-60;-60
0,003135;5,13131;0,40404;156.750;-60;-60
0,003136;5,13131;0,40404;156.800;-54,5237;-48,3855
0,003137;5,13131;0,40404;156.850;-52,1866;-46,1948
0,003138;5,13131;0,40404;156.900;-60;-57,3019
0,003139;5,13131;0,40404;156.950;-60;-60
0,00314;5,13131;0,40404;157.000;-60;-60
0,003141;5,13131;0,40404;157.050;-60;-60
0,003142;5,13131;0,40404;157.100;-60;-60
0,003143;5,13131;0,40404;157.150;-60;-60
0,003144;5,13131;0,40404;157.200;-60;-60
0,003145;5,13131;0,40404;157.250;-60;-55,565
0,003146;5,13131;0,40404;157.300;-46,4237;-38,6824
0,003147;5,13131;0,40404;157.350;-46,7301;-39,1493
0,003148;5,13131;0,40404;157.400;-60;-59,0468
0,003149;5,13131;0,40404;157.450;-60;-60
0,00315;5,13131;0,40404;157.500;-60;-60
0,003151;5,13131;0,40404;157.550;-60;-60
0,003152;5,13131;0,444444;157.600;-60;-60
0,003153;5,13131;0,40404;157.650;-60;-60
0,003154;5,13131;0,40404;157.700;-60;-60
0,003155;5,13131;0,40404;157.750;-60;-55,4854
0,003156;5,13131;0,40404;157.800;-50,8581;-44,1285
0,003157;5,13131;0,40404;157.850;-54,1969;-46,7967
0,003158;5,13131;0,40404;157.900;-60;-60
0,003159;5,13131;0,40404;157.950;-60;-60
0,00316;5,13131;0,40404;158.000;-60;-60
0,003161;5,13131;0,40404;158.050;-60;-60
0,003162;5,13131;0,40404;158.100;-60;-60
0,003163;5,13131;0,40404;158.150;-60;-60
0,003164;5,13131;0,40404;158.200;-60;-60
0,003165;5,13131;0,40404;158.250;-54,1939;-45,6457
0,003166;5,13131;0,40404;158.300;-45,2154;-37,2173
0,003167;5,13131;0,40404;158.350;-51,3716;-43,2735
0,003168;5,13131;0,40404;158.400;-60;-60
0,003169;5,13131;0,40404;158.450;-60;-60
0,00317;5,13131;0,40404;158.500;-60;-60
0,003171;5,13131;0,40404;158.550;-60;-60
0,003172;5,13131;0,40404;158.600;-60;-60
0,003173;5,13131;0,40404;158.650;-60;-60
0,003174;5,13131;0,40404;158.700;-60;-60
0,003175;5,13131;0,40404;158.750;-55,0731;-49,1946
0,003176;5,13131;0,40404;158.800;-49,6387;-43,422
0,003177;5,13131;0,40404;158.850;-58,8603;-52,3283
0,003178;5,13131;0,40404;158.900;-60;-60
0,003179;5,13131;0,40404;158.950;-60;-60
0,00318;5,13131;0,40404;159.000;-60;-60
0,003181;5,13131;0,40404;159.050;-60;-60
0,003182;5,13131;0,40404;159.100;-60;-60
0,003183;5,13131;0,40404;159.150;-60;-60
0,003184;5,13131;0,40404;159.200;-60;-60
0,003185;5,13131;0,40404;159.250;-48,9278;-41,0382
0,003186;5,13131;0,40404;159.300;-46,2393;-38,375
0,003187;5,13131;0,40404;159.350;-59,3487;-51,4129
0,003188;5,13131;0,40404;159.400;-60;-60
0,003189;5,13131;0,40404;159.450;-60;-60
0,00319;5,13131;0,40404;159.500;-60;-60
0,003191;5,13131;0,40404;159.550;-60;-60
0,003192;5,13131;0,40404;159.600;-60;-60
0,003193;5,13131;0,40404;159.650;-60;-60
0,003194;5,13131;0,40404;159.700;-60;-60
0,003195;5,13131;0,40404;159.750;-50,3618;-43,8698
0,003196;5,13131;0,40404;159.800;-50,7116;-44,1057
0,003197;5,13131;0,40404;159.850;-60;-59,4116
0,003198;5,13131;0,40404;159.900;-60;-60
0,003199;5,13131;0,40404;159.950;-60;-60
0,0032;5,13131;0,40404;160.000;-60;-60
0,003201;5,13131;0,40404;160.050;-60;-60
0,003202;5,13131;0,40404;160.100;-60;-60
0,003203;5,13131;0,40404;160.150;-60;-60
0,003204;5,13131;0,40404;160.200;-59,4309;-51,3116
0,003205;5,13131;0,40404;160.250;-46,5998;-38,6879
0,003206;5,13131;0,40404;160.300;-49,6039;-41,7114
0,003207;5,13131;0,40404;160.350;-60;-60
0,003208;5,13131;0,40404;160.400;-60;-60
0,003209;5,13131;0,40404;160.450;-60;-60
0,00321;5,13131;0,40404;160.500;-60;-60
0,003211;5,13131;0,444444;160.550;-60;-60
0,003212;5,13131;0,40404;160.600;-60;-60
0,003213;5,13131;0,40404;160.650;-60;-60
0,003214;5,13131;0,40404;160.700;-57,1472;-50,6959
0,003215;5,13131;0,40404;160.750;-48,1436;-41,4348
0,003216;5,13131;0,40404;160.800;-54,1942;-47,2426
0,003217;5,13131;0,40404;160.850;-60;-60
0,003218;5,13131;0,40404;160.900;-60;-60
0,003219;5,13131;0,40404;160.950;-60;-60
0,00322;5,13131;0,40404;161.000;-60;-60
0,003221;5,13131;0,40404;161.050;-60;-60
0,003222;5,13131;0,40404;161.100;-60;-60
0,003223;5,13131;0,40404;161.150;-60;-60
0,003224;5,13131;0,40404;161.200;-52,3445;-44,6788
0,003225;5,13131;0,40404;161.250;-46,5413;-38,5429
0,003226;5,13131;0,40404;161.300;-55,7406;-47,4138
0,003227;5,13131;0,444444;161.350;-60;-60
0,003228;5,13131;0,40404;161.400;-60;-60
0,003229;5,13131;0,40404;161.450;-60;-60
0,00323;5,13131;0,40404;161.500;-60;-60
0,003231;5,13131;0,444444;161.550;-60;-60
0,003232;5,13131;0,40404;161.600;-60;-60
0,003233;5,13131;0,40404;161.650;-60;-60
0,003234;5,13131;0,40404;161.700;-51,029;-43,7562
0,003235;5,13131;0,40404;161.750;-48,3146;-41,5677
0,003236;5,13131;0,40404;161.800;-60;-55,4413
0,003237;5,13131;0,40404;161.850;-60;-60
0,003238;5,13131;0,40404;161.900;-60;-60
0,003239;5,13131;0,40404;161.950;-60;-60
0,00324;5,13131;0,40404;162.000;-60;-60
0,003241;5,13131;0,40404;162.050;-60;-60
0,003242;5,13131;0,40404;162.100;-60;-60
0,003243;5,13131;0,40404;162.150;-60;-57,2401
0,003244;5,13131;0,40404;162.200;-48,8901;-40,669
0,003245;5,13131;0,40404;162.250;-48,8412;-40,783
0,003246;5,13131;0,40404;162.300;-60;-58,9935
0,003247;5,13131;0,40404;162.350;-60;-60
0,003248;5,13131;0,40404;162.400;-60;-60
0,003249;5,13131;0,40404;162.450;-60;-60
0,00325;5,13131;0,40404;162.500;-60;-60
0,003251;5,13131;0,40404;162.550;-60;-60
0,003252;5,13131;0,40404;162.600;-60;-60
0,003253;5,13131;0,40404;162.650;-60;-53,4703
0,003254;5,13131;0,40404;162.700;-47,6257;-40,4655
0,003255;5,13131;0,40404;162.750;-50,694;-43,6819
0,003256;5,13131;0,40404;162.800;-60;-60
0,003257;5,13131;0,40404;162.850;-60;-60
0,003258;5,13131;0,40404;162.900;-60;-60
0,003259;5,13131;0,40404;162.950;-60;-60
0,00326;5,13131;0,40404;163.000;-60;-60
0,003261;5,13131;0,40404;163.050;-60;-60
0,003262;5,13131;0,40404;163.100;-60;-60
0,003263;5,13131;0,40404;163.150;-56,9929;-47,7105
0,003264;5,13131;0,40404;163.200;-47,754;-39,2294
0,003265;5,13131;0,40404;163.250;-53,6497;-45,6699
0,003266;5,13131;0,40404;163.300;-60;-60
0,003267;5,13131;0,40404;163.350;-60;-60
0,003268;5,13131;0,40404;163.400;-60;-60
0,003269;5,13131;0,40404;163.450;-60;-60
0,00327;5,13131;0,40404;163.500;-60;-60
0,003271;5,13131;0,40404;163.550;-60;-60
0,003272;5,13131;0,40404;163.600;-60;-60
0,003273;5,13131;0,40404;163.650;-52,6594;-46,2472
0,003274;5,13131;0,40404;163.700;-46,7447;-39,8537
0,003275;5,13131;0,40404;163.750;-55,7105;-48,5469
0,003276;2,82828;3,67677;163.800;-60;-60
0,003277;0,408081;11,7172;163.850;-60;-60
0,003278;0,39596;11,7172;163.900;-60;-60
0,003279;0,371717;11,7172;163.950;-60;-60
0,00328;0,359596;11,7172;164.000;-60;-60
0,003281;0,339394;11,7172;164.050;-60;-60
0,003282;0,339394;11,7172;164.100;-60;-60
0,003283;0,335354;11,7576;164.150;-52,1148;-43,7937
0,003284;0,319192;11,7172;164.200;-49,0462;-40,5262
0,003285;0,323232;11,7172;164.250;-60;-53,86
0,003286;0,319192;11,7172;164.300;-60;-60
0,003287;0,323232;11,7172;164.350;-60;-60
0,003288;0,323232;11,7172;164.400;-60;-60
0,003289;0,323232;11,7172;164.450;-60;-60
0,00329;0,315152;11,7576;164.500;-60;-60
0,003291;0,315152;11,798;164.550;-60;-60
0,003292;0,319192;11,7172;164.600;-60;-60
0,003293;0,323232;11,7172;164.650;-47,93;-41,1082
0,003294;0,315152;11,7576;164.700;-47,9275;-41,1687
0,003295;0,319192;11,7172;164.750;-60;-57,6364
0,003296;0,319192;11,7172;164.800;-60;-60
0,003297;0,323232;11,7172;164.850;-60;-60
0,003298;0,319192;11,7172;164.900;-60;-60
0,003299;0,319192;11,7172;164.950;-60;-60
0,0033;0,315152;11,7172;165.000;-60;-60
0,003301;0,323232;11,7172;165.050;-60;-60
0,003302;0,311111;11,7172;165.100;-60;-56,9894
0,003303;0,323232;11,7172;165.150;-49,8092;-41,5603
0,003304;0,315152;11,7576;165.200;-52,4351;-44,3577
0,003305;0,323232;11,7172;165.250;-60;-60
0,003306;0,323232;11,7576;165.300;-60;-60
0,003307;0,323232;11,7172;165.350;-60;-60
0,003308;0,315152;11,7576;165.400;-60;-60
0,003309;0,311111;11,7172;165.450;-60;-60
0,00331;0,315152;11,7172;165.500;-60;-60
0,003311;0,319192;11,7172;165.550;-60;-60
0,003312;0,319192;11,7576;165.600;-55,327;-47,8258
0,003313;0,315152;11,7172;165.650;-45,9964;-38,846
0,003314;0,323232;11,7172;165.700;-51,7941;-44,564
0,003315;0,323232;11,7576;165.750;-60;-60
0,003316;0,323232;11,7172;165.800;-60;-60
0,003317;0,323232;11,7172;165.850;-60;-60
0,003318;0,319192;11,798;165.900;-60;-60
0,003319;0,319192;11,7172;165.950;-60;-60
0,00332;0,319192;11,7576;166.000;-60;-60
0,003321;0,323232;11,7172;166.050;-60;-60
0,003322;0,323232;11,7576;166.100;-56,2422;-47,9353
0,003323;0,323232;11,7576;166.150;-50,061;-41,617
0,003324;0,323232;11,7172;166.200;-59,1768;-50,8418
0,003325;0,323232;11,7172;166.250;-60;-60
0,003326;0,311111;11,7172;166.300;-60;-60
0,003327;0,323232;11,7172;166.350;-60;-60
