"t / s";"CH1 / V";"CH2 / V";"f / Hz";"SP1 / dB";"SP2 / dB"
0,002706;0,327273;5,21212;135.300;-47,4132;-60
0,002707;0,323232;5,25253;135.350;-60;-60
0,002708;0,323232;5,25253;135.400;-60;-60
0,002709;0,323232;5,25253;135.450;-60;-60
0,00271;0,323232;5,25253;135.500;-60;-60
0,002711;0,323232;5,25253;135.550;-60;-60
0,002712;0,327273;5,25253;135.600;-60;-60
0,002713;0,323232;5,25253;135.650;-60;-60
0,002714;0,323232;5,25253;135.700;-57,2235;-60
0,002715;0,323232;5,25253;135.750;-46,8614;-60
0,002716;0,327273;5,23232;135.800;-51,6185;-60
0,002717;0,323232;5,25253;135.850;-60;-60
0,002718;0,327273;5,25253;135.900;-60;-60
0,002719;0,323232;5,25253;135.950;-60;-60
0,00272;0,323232;5,25253;136.000;-60;-60
0,002721;0,323232;5,23232;136.050;-60;-60
0,002722;0,323232;5,25253;136.100;-60;-60
0,002723;0,323232;5,23232;136.150;-60;-60
0,002724;0,323232;5,23232;136.200;-51,9673;-60
0,002725;0,323232;5,25253;136.250;-44,9837;-60
0,002726;0,323232;5,23232;136.300;-52,8827;-60
0,002727;0,323232;5,23232;136.350;-60;-60
0,002728;0,323232;5,25253;136.400;-60;-60
0,002729;0,323232;5,21212;136.450;-60;-60
0,00273;0,323232;5,25253;136.500;-60;-60
0,002731;0,323232;5,25253;136.550;-60;-60
0,002732;0,323232;5,21212;136.600;-60;-60
0,002733;0,323232;5,25253;136.650;-60;-60
0,002734;0,323232;5,25253;136.700;-50,5062;-60
0,002735;0,323232;5,25253;136.750;-46,3725;-60
0,002736;0,323232;5,25253;136.800;-58,1376;-60
0,002737;0,323232;5,23232;136.850;-60;-60
0,002738;0,323232;5,21212;136.900;-60;-60
0,002739;0,323232;5,23232;136.950;-60;-60
0,00274;0,323232;5,23232;137.000;-60;-60
0,002741;0,327273;5,25253;137.050;-60;-60
0,002742;0,323232;5,23232;137.100;-60;-60
0,002743;0,323232;5,25253;137.150;-60;-60
0,002744;0,323232;5,25253;137.200;-47,8631;-60
0,002745;0,323232;5,25253;137.250;-46,8605;-60
0,002746;0,327273;5,21212;137.300;-60;-60
0,002747;0,319192;5,25253;137.350;-60;-60
0,002748;0,319192;5,23232;137.400;-60;-60
0,002749;0,323232;5,23232;137.450;-60;-60
0,00275;0,323232;5,25253;137.500;-60;-60
0,002751;0,323232;5,25253;137.550;-60;-60
0,002752;0,323232;5,25253;137.600;-60;-60
0,002753;0,323232;5,23232;137.650;-60;-60
0,002754;0,323232;5,23232;137.700;-46,6162;-60
0,002755;0,323232;5,25253;137.750;-48,2211;-60
0,002756;0,323232;5,23232;137.800;-60;-60
0,002757;0,327273;5,25253;137.850;-60;-60
0,002758;0,323232;5,21212;137.900;-60;-60
0,002759;0,323232;5,23232;137.950;-60;-60
0,00276;0,323232;5,25253;138.000;-60;-60
0,002761;0,323232;5,25253;138.050;-60;-60
0,002762;0,323232;5,23232;138.100;-60;-60
0,002763;0,323232;5,25253;138.150;-57,0486;-60
0,002764;0,323232;5,25253;138.200;-46,3544;-60
0,002765;0,323232;5,25253;138.250;-51,0747;-60
0,002766;0,323232;5,27273;138.300;-60;-60
0,002767;0,323232;5,25253;138.350;-60;-60
0,002768;0,323232;5,25253;138.400;-60;-60
0,002769;0,323232;5,25253;138.450;-60;-60
0,00277;0,323232;5,25253;138.500;-60;-60
0,002771;0,323232;5,21212;138.550;-60;-60
0,002772;0,323232;5,25253;138.600;-60;-60
0,002773;0,323232;5,21212;138.650;-52,384;-60
0,002774;0,327273;5,25253;138.700;-45,1457;-60
0,002775;0,323232;5,19192;138.750;-52,959;-60
0,002776;0,323232;5,21212;138.800;-60;-60
0,002777;0,323232;5,25253;138.850;-60;-60
0,002778;0,323232;5,21212;138.900;-60;-60
0,002779;0,327273;5,23232;138.950;-60;-60
0,00278;0,323232;5,25253;139.000;-60;-60
0,002781;0,323232;5,25253;139.050;-60;-60
0,002782;0,323232;5,23232;139.100;-60;-60
0,002783;0,323232;5,23232;139.150;-51,3312;-60
0,002784;0,323232;5,25253;139.200;-47,2552;-60
0,002785;0,319192;5,25253;139.250;-58,0362;-60
0,002786;0,327273;5,25253;139.300;-60;-60
0,002787;0,323232;5,25253;139.350;-60;-60
0,002788;0,323232;5,25253;139.400;-60;-60
0,002789;0,323232;5,25253;139.450;-60;-60
0,00279;0,323232;5,23232;139.500;-60;-60
0,002791;0,327273;5,25253;139.550;-60;-60
0,002792;0,327273;5,25253;139.600;-60;-60
0,002793;0,323232;5,25253;139.650;-47,372;-60
0,002794;0,327273;5,23232;139.700;-45,9219;-60
0,002795;0,323232;5,25253;139.750;-60;-60
0,002796;0,327273;5,23232;139.800;-60;-60
0,002797;0,323232;5,25253;139.850;-60;-60
0,002798;0,323232;5,25253;139.900;-60;-60
0,002799;0,323232;5,23232;139.950;-60;-60
0,0028;0,323232;5,25253;140.000;-60;-60
0,002801;0,323232;5,25253;140.050;-60;-60
0,002802;0,323232;5,23232;140.100;-60;-60
0,002803;0,323232;5,23232;140.150;-48,6218;-60
0,002804;0,323232;5,25253;140.200;-50,3535;-60
0,002805;0,327273;5,25253;140.250;-60;-60
0,002806;0,323232;5,25253;140.300;-60;-60
0,002807;0,327273;5,25253;140.350;-60;-60
0,002808;0,323232;5,25253;140.400;-60;-60
0,002809;0,319192;5,25253;140.450;-60;-60
0,00281;0,327273;5,25253;140.500;-60;-60
0,002811;0,323232;5,25253;140.550;-60;-60
0,002812;0,323232;5,25253;140.600;-55,4171;-60
0,002813;0,323232;5,23232;140.650;-44,7543;-60
0,002814;0,323232;5,23232;140.700;-49,1942;-60
0,002815;0,323232;5,25253;140.750;-60;-60
0,002816;0,323232;5,23232;140.800;-60;-60
0,002817;0,327273;5,25253;140.850;-60;-60
0,002818;0,323232;5,25253;140.900;-60;-60
0,002819;0,323232;5,25253;140.950;-60;-60
0,00282;0,319192;5,25253;141.000;-60;-60
0,002821;0,323232;5,25253;141.050;-60;-60
0,002822;0,323232;5,25253;141.100;-55,8452;-60
0,002823;0,323232;5,25253;141.150;-48,4869;-60
0,002824;0,331313;5,25253;141.200;-55,8899;-60
0,002825;0,323232;5,25253;141.250;-60;-60
0,002826;0,331313;5,23232;141.300;-60;-60
0,002827;0,327273;5,25253;141.350;-60;-60
0,002828;0,323232;5,19192;141.400;-60;-60
0,002829;0,323232;5,25253;141.450;-60;-60
0,00283;0,323232;5,25253;141.500;-60;-60
0,002831;0,331313;5,25253;141.550;-60;-60
0,002832;0,327273;5,25253;141.600;-48,8625;-60
0,002833;0,327273;5,23232;141.650;-44,4729;-60
0,002834;0,327273;5,25253;141.700;-55,6916;-60
0,002835;0,323232;5,23232;141.750;-60;-60
0,002836;0,323232;5,21212;141.800;-60;-60
0,002837;0,323232;5,21212;141.850;-60;-60
0,002838;0,323232;5,23232;141.900;-60;-60
0,002839;0,323232;5,23232;141.950;-60;-60
0,00284;0,323232;5,25253;142.000;-60;-60
0,002841;0,323232;5,25253;142.050;-60;-60
0,002842;0,323232;5,25253;142.100;-52,0171;-60
0,002843;0,323232;5,25253;142.150;-50,8;-60
0,002844;0,323232;5,25253;142.200;-60;-60
0,002845;0,323232;5,25253;142.250;-60;-60
0,002846;0,323232;5,25253;142.300;-60;-60
0,002847;0,319192;5,25253;142.350;-60;-60
0,002848;0,323232;5,23232;142.400;-60;-60
0,002849;0,323232;5,23232;142.450;-60;-60
0,00285;0,323232;5,25253;142.500;-60;-60
0,002851;0,319192;5,25253;142.550;-59,7297;-60
0,002852;0,323232;5,25253;142.600;-45,15;-60
0,002853;0,323232;5,25253;142.650;-46,5095;-60
0,002854;0,315152;5,21212;142.700;-60;-60
0,002855;0,331313;5,25253;142.750;-60;-60
0,002856;0,323232;5,25253;142.800;-60;-60
0,002857;0,323232;5,25253;142.850;-60;-60
0,002858;0,327273;5,25253;142.900;-60;-60
0,002859;0,323232;5,23232;142.950;-60;-60
0,00286;0,323232;5,25253;143.000;-60;-60
0,002861;0,323232;5,23232;143.050;-60;-60
0,002862;0,323232;5,25253;143.100;-50,8298;-60
0,002863;0,323232;5,25253;143.150;-55,3157;-60
0,002864;0,323232;5,23232;143.200;-60;-60
0,002865;0,323232;5,23232;143.250;-60;-60
0,002866;0,327273;5,25253;143.300;-60;-60
0,002867;0,327273;5,25253;143.350;-60;-60
0,002868;0,323232;5,25253;143.400;-60;-60
0,002869;0,323232;5,23232;143.450;-60;-60
0,00287;0,323232;5,23232;143.500;-60;-60
0,002871;0,323232;5,25253;143.550;-51,2671;-60
0,002872;0,327273;5,23232;143.600;-43,76;-60
0,002873;0,323232;5,25253;143.650;-51,2636;-60
0,002874;0,327273;5,23232;143.700;-60;-60
0,002875;0,323232;5,23232;143.750;-60;-60
0,002876;0,323232;5,25253;143.800;-60;-60
0,002877;0,323232;5,25253;143.850;-60;-60
0,002878;0,323232;5,21212;143.900;-60;-60
0,002879;0,323232;5,23232;143.950;-60;-60
0,00288;0,323232;5,23232;144.000;-60;-60
0,002881;0,323232;5,23232;144.050;-56,8053;-60
0,002882;0,323232;5,25253;144.100;-52,4536;-60
0,002883;0,323232;5,25253;144.150;-60;-60
0,002884;0,323232;5,25253;144.200;-60;-60
0,002885;0,327273;5,25253;144.250;-60;-60
0,002886;0,323232;5,25253;144.300;-60;-60
0,002887;0,323232;5,25253;144.350;-60;-60
0,002888;0,323232;5,21212;144.400;-60;-60
0,002889;0,323232;5,23232;144.450;-60;-60
0,00289;0,327273;5,25253;144.500;-60;-60
0,002891;0,323232;5,25253;144.550;-46,3183;-60
0,002892;0,323232;5,23232;144.600;-44,7446;-60
0,002893;0,323232;5,25253;144.650;-59,9924;-60
0,002894;0,323232;5,23232;144.700;-60;-60
0,002895;0,323232;5,23232;144.750;-60;-60
0,002896;0,327273;5,25253;144.800;-60;-60
0,002897;0,323232;5,25253;144.850;-60;-60
0,002898;0,331313;5,25253;144.900;-60;-60
0,002899;0,323232;5,23232;144.950;-60;-60
0,0029;0,323232;5,23232;145.000;-60;-60
0,002901;0,323232;5,25253;145.050;-54,5768;-60
0,002902;0,327273;5,25253;145.100;-56,3514;-60
0,002903;0,323232;5,25253;145.150;-60;-60
0,002904;0,323232;5,25253;145.200;-60;-60
0,002905;0,323232;5,25253;145.250;-60;-60
0,002906;0,323232;5,23232;145.300;-60;-60
0,002907;0,323232;5,25253;145.350;-60;-60
0,002908;0,323232;5,23232;145.400;-60;-60
0,002909;0,323232;5,25253;145.450;-60;-60
0,00291;0,323232;5,25253;145.500;-54,9746;-60
0,002911;0,319192;5,25253;145.550;-43,8903;-60
0,002912;0,327273;5,23232;145.600;-48,1052;-60
0,002913;0,323232;5,25253;145.650;-60;-60
0,002914;0,323232;5,25253;145.700;-60;-60
0,002915;0,323232;5,21212;145.750;-60;-60
0,002916;0,323232;5,25253;145.800;-60;-60
0,002917;0,323232;5,25253;145.850;-60;-60
0,002918;0,319192;5,25253;145.900;-60;-60
0,002919;0,323232;5,23232;145.950;-60;-60
0,00292;0,323232;5,25253;146.000;-60;-60
0,002921;0,323232;5,25253;146.050;-55,686;-60
0,002922;0,323232;5,25253;146.100;-60;-60
0,002923;0,323232;5,25253;146.150;-60;-60
0,002924;0,323232;5,23232;146.200;-60;-60
0,002925;0,327273;5,23232;146.250;-60;-60
0,002926;0,323232;5,23232;146.300;-60;-60
0,002927;0,323232;5,23232;146.350;-60;-60
0,002928;0,323232;5,25253;146.400;-60;-60
0,002929;0,327273;5,25253;146.450;-60;-60
0,00293;0,327273;5,25253;146.500;-48,3343;-60
0,002931;0,323232;5,25253;146.550;-43,6902;-60
0,002932;0,323232;5,25253;146.600;-54,4599;-60
0,002933;0,327273;5,25253;146.650;-60;-60
0,002934;0,323232;5,25253;146.700;-60;-60
0,002935;0,323232;5,23232;146.750;-60;-60
0,002936;0,323232;5,25253;146.800;-60;-60
0,002937;0,323232;5,25253;146.850;-60;-60
0,002938;0,323232;5,23232;146.900;-60;-60
0,002939;0,323232;5,23232;146.950;-60;-60
0,00294;0,327273;5,21212;147.000;-60;-60
0,002941;0,323232;5,25253;147.050;-59,3484;-60
0,002942;0,323232;5,23232;147.100;-60;-60
0,002943;0,323232;5,25253;147.150;-60;-60
0,002944;0,323232;5,25253;147.200;-60;-60
0,002945;0,323232;5,25253;147.250;-60;-60
0,002946;0,323232;5,25253;147.300;-60;-60
0,002947;0,327273;5,23232;147.350;-60;-60
0,002948;0,323232;5,25253;147.400;-60;-60
0,002949;0,323232;5,25253;147.450;-59,8965;-60
0,00295;0,323232;5,25253;147.500;-44,7088;-60
0,002951;0,319192;5,25253;147.550;-45,8343;-60
0,002952;0,323232;5,25253;147.600;-60;-60
0,002953;0,323232;5,25253;147.650;-60;-60
0,002954;0,323232;5,23232;147.700;-60;-60
0,002955;0,323232;5,25253;147.750;-60;-60
0,002956;0,323232;5,25253;147.800;-60;-60
0,002957;0,323232;5,25253;147.850;-60;-60
0,002958;0,323232;5,25253;147.900;-60;-60
0,002959;0,319192;5,23232;147.950;-60;-60
0,00296;0,327273;5,25253;148.000;-60;-60
0,002961;0,323232;5,23232;148.050;-60;-60
0,002962;0,323232;5,23232;148.100;-60;-60
0,002963;0,327273;5,25253;148.150;-60;-60
0,002964;0,323232;5,25253;148.200;-60;-60
0,002965;0,323232;5,23232;148.250;-60;-60
0,002966;0,323232;5,25253;148.300;-60;-60
0,002967;0,327273;5,25253;148.350;-60;-60
0,002968;0,327273;5,23232;148.400;-60;-60
0,002969;0,323232;5,25253;148.450;-51,3175;-60
0,00297;0,323232;5,25253;148.500;-43,4415;-60
0,002971;0,323232;5,23232;148.550;-50,6405;-60
0,002972;0,323232;5,21212;148.600;-60;-60
0,002973;0,323232;5,25253;148.650;-60;-60
0,002974;0,327273;5,23232;148.700;-60;-60
0,002975;0,327273;5,25253;148.750;-60;-60
0,002976;0,323232;5,25253;148.800;-60;-60
0,002977;0,323232;5,25253;148.850;-60;-60
0,002978;0,327273;5,25253;148.900;-60;-60
0,002979;0,323232;5,25253;148.950;-60;-60
0,00298;0,323232;5,23232;149.000;-60;-60
0,002981;0,323232;5,23232;149.050;-60;-60
0,002982;0,327273;5,23232;149.100;-60;-60
0,002983;0,319192;5,25253;149.150;-60;-60
0,002984;0,323232;5,23232;149.200;-60;-60
0,002985;0,323232;5,25253;149.250;-60;-60
0,002986;0,323232;5,25253;149.300;-60;-60
0,002987;0,323232;5,25253;149.350;-60;-60
0,002988;0,323232;5,25253;149.400;-60;-60
0,002989;0,323232;5,25253;149.450;-46,3026;-60
0,00299;0,323232;5,23232;149.500;-44,4748;-60
0,002991;0,323232;5,25253;149.550;-59,035;-60
0,002992;0,327273;5,23232;149.600;-60;-60
0,002993;0,323232;5,25253;149.650;-60;-60
0,002994;0,323232;5,25253;149.700;-60;-60
0,002995;0,323232;5,25253;149.750;-60;-60
0,002996;0,323232;5,25253;149.800;-60;-60
0,002997;0,319192;5,23232;149.850;-60;-60
0,002998;0,323232;5,25253;149.900;-60;-60
0,002999;0,319192;5,23232;149.950;-60;-60
0,003;0,323232;5,25253;150.000;-60;-60
0,003001;0,323232;5,25253;150.050;-60;-60
0,003002;0,323232;5,27273;150.100;-60;-60
0,003003;0,323232;5,23232;150.150;-60;-60
0,003004;0,323232;5,25253;150.200;-60;-60
0,003005;0,323232;5,23232;150.250;-60;-60
0,003006;0,323232;5,25253;150.300;-60;-60
0,003007;0,323232;5,23232;150.350;-60;-60
0,003008;0,319192;5,23232;150.400;-55,3568;-60
0,003009;0,327273;5,25253;150.450;-43,8846;-60
0,00301;0,331313;5,27273;150.500;-47,7717;-60
0,003011;0,323232;5,25253;150.550;-60;-60
0,003012;0,323232;5,25253;150.600;-60;-60
0,003013;0,323232;5,25253;150.650;-60;-60
0,003014;0,323232;5,25253;150.700;-60;-60
0,003015;0,323232;5,25253;150.750;-60;-60
0,003016;0,323232;5,25253;150.800;-60;-60
0,003017;0,319192;5,25253;150.850;-60;-60
0,003018;0,323232;5,25253;150.900;-60;-60
0,003019;0,323232;5,25253;150.950;-60;-60
0,00302;0,323232;5,23232;151.000;-60;-60
0,003021;0,323232;5,25253;151.050;-60;-60
0,003022;0,319192;5,23232;151.100;-60;-60
0,003023;0,323232;5,23232;151.150;-60;-60
0,003024;0,323232;5,23232;151.200;-60;-60
0,003025;0,323232;5,25253;151.250;-60;-60
0,003026;0,327273;5,25253;151.300;-60;-60
0,003027;0,323232;5,25253;151.350;-60;-60
0,003028;0,327273;5,25253;151.400;-48,7677;-60
0,003029;0,323232;5,25253;151.450;-43,7767;-60
0,00303;0,323232;5,25253;151.500;-54,0367;-60
0,003031;0,323232;5,25253;151.550;-60;-60
0,003032;0,323232;5,21212;151.600;-60;-60
0,003033;0,323232;5,25253;151.650;-60;-60
0,003034;0,323232;5,25253;151.700;-60;-60
0,003035;0,323232;5,25253;151.750;-60;-60
0,003036;0,323232;5,23232;151.800;-60;-60
0,003037;0,323232;5,23232;151.850;-60;-60
0,003038;0,323232;5,25253;151.900;-60;-60
0,003039;0,323232;5,23232;151.950;-60;-60
0,00304;0,323232;5,25253;152.000;-60;-60
0,003041;0,327273;5,25253;152.050;-60;-60
0,003042;0,323232;5,23232;152.100;-60;-60
0,003043;0,323232;5,25253;152.150;-60;-60
0,003044;0,323232;5,25253;152.200;-60;-60
0,003045;0,323232;5,25253;152.250;-60;-60
0,003046;0,323232;5,25253;152.300;-60;-60
0,003047;0,323232;5,23232;152.350;-60;-60
0,003048;0,323232;5,23232;152.400;-45,0957;-60
0,003049;0,323232;5,25253;152.450;-45,9876;-60
0,00305;0,323232;5,21212;152.500;-60;-60
0,003051;0,323232;5,25253;152.550;-60;-60
0,003052;0,319192;5,25253;152.600;-60;-60
0,003053;0,323232;5,25253;152.650;-60;-60
0,003054;0,327273;5,25253;152.700;-60;-60
0,003055;0,323232;5,25253;152.750;-60;-60
0,003056;0,323232;5,25253;152.800;-60;-60
0,003057;0,323232;5,25253;152.850;-60;-60
0,003058;0,323232;5,25253;152.900;-59,2227;-60
0,003059;0,323232;5,23232;152.950;-60;-60
0,00306;0,323232;5,21212;153.000;-60;-60
0,003061;0,323232;5,25253;153.050;-60;-60
0,003062;0,323232;5,25253;153.100;-60;-60
0,003063;0,323232;5,25253;153.150;-60;-60
0,003064;0,331313;5,23232;153.200;-60;-60
0,003065;0,327273;5,23232;153.250;-60;-60
0,003066;0,323232;5,23232;153.300;-60;-60
0,003067;0,323232;5,25253;153.350;-52,1846;-60
0,003068;0,323232;5,25253;153.400;-43,8826;-60
0,003069;0,323232;5,23232;153.450;-50,6989;-60
0,00307;0,323232;5,25253;153.500;-60;-60
0,003071;0,323232;5,23232;153.550;-60;-60
0,003072;0,323232;5,25253;153.600;-60;-60
0,003073;0,327273;5,23232;153.650;-60;-60
0,003074;0,319192;5,23232;153.700;-60;-60
0,003075;0,327273;5,25253;153.750;-60;-60
0,003076;0,327273;5,23232;153.800;-60;-60
0,003077;0,323232;5,25253;153.850;-60;-60
0,003078;0,327273;5,23232;153.900;-56,0406;-60
0,003079;0,323232;5,23232;153.950;-60;-60
0,00308;0,323232;5,23232;154.000;-60;-60
0,003081;0,323232;5,23232;154.050;-60;-60
0,003082;0,323232;5,25253;154.100;-60;-60
0,003083;0,327273;5,25253;154.150;-60;-60
0,003084;0,323232;5,25253;154.200;-60;-60
0,003085;0,319192;5,25253;154.250;-60;-60
0,003086;0,323232;5,21212;154.300;-60;-60
0,003087;0,323232;5,25253;154.350;-47,0946;-60
0,003088;0,323232;5,23232;154.400;-44,9502;-60
0,003089;0,327273;5,23232;154.450;-58,7395;-60
0,00309;0,323232;5,25253;154.500;-60;-60
0,003091;0,319192;5,23232;154.550;-60;-60
0,003092;0,327273;5,25253;154.600;-60;-60
0,003093;0,323232;5,23232;154.650;-60;-60
0,003094;0,323232;5,23232;154.700;-60;-60
0,003095;0,327273;5,25253;154.750;-60;-60
0,003096;0,323232;5,25253;154.800;-60;-60
0,003097;0,327273;5,25253;154.850;-55,8462;-60
0,003098;0,323232;5,25253;154.900;-56,2185;-60
0,003099;0,323232;5,23232;154.950;-60;-60
0,0031;0,323232;5,21212;155.000;-60;-60
0,003101;0,323232;5,23232;155.050;-60;-60
0,003102;0,323232;5,23232;155.100;-60;-60
0,003103;0,323232;5,25253;155.150;-60;-60
0,003104;0,323232;5,25253;155.200;-60;-60
0,003105;0,323232;5,25253;155.250;-60;-60
0,003106;0,323232;5,23232;155.300;-56,8235;-60
0,003107;0,323232;5,23232;155.350;-44,7862;-60
0,003108;0,323232;5,25253;155.400;-48,405;-60
0,003109;0,323232;5,25253;155.450;-60;-60
0,00311;0,327273;5,25253;155.500;-60;-60
0,003111;0,323232;5,25253;155.550;-60;-60
0,003112;0,323232;5,25253;155.600;-60;-60
0,003113;0,323232;5,21212;155.650;-60;-60
0,003114;0,323232;5,25253;155.700;-60;-60
0,003115;0,323232;5,21212;155.750;-60;-60
0,003116;0,323232;5,25253;155.800;-60;-60
0,003117;0,323232;5,23232;155.850;-52,7668;-60
0,003118;0,323232;5,23232;155.900;-59,3774;-60
0,003119;0,323232;5,23232;155.950;-60;-60
0,00312;0,319192;5,25253;156.000;-60;-60
0,003121;0,323232;5,21212;156.050;-60;-60
0,003122;0,323232;5,25253;156.100;-60;-60
0,003123;0,319192;5,23232;156.150;-60;-60
0,003124;0,323232;5,25253;156.200;-60;-60
0,003125;0,323232;5,25253;156.250;-60;-60
0,003126;0,323232;5,25253;156.300;-50,0018;-60
0,003127;0,323232;5,25253;156.350;-44,766;-60
0,003128;0,323232;5,25253;156.400;-54,6334;-60
0,003129;0,323232;5,25253;156.450;-60;-60
0,00313;0,323232;5,25253;156.500;-60;-60
0,003131;0,323232;5,25253;156.550;-60;-60
0,003132;0,323232;5,23232;156.600;-60;-60
0,003133;0,323232;5,25253;156.650;-60;-60
0,003134;0,319192;5,23232;156.700;-60;-60
0,003135;0,323232;5,25253;156.750;-60;-60
0,003136;0,331313;5,25253;156.800;-54,8093;-60
0,003137;0,323232;5,25253;156.850;-52,133;-60
0,003138;0,323232;5,23232;156.900;-60;-60
0,003139;0,323232;5,25253;156.950;-60;-60
0,00314;0,323232;5,23232;157.000;-60;-60
0,003141;0,323232;5,25253;157.050;-60;-60
0,003142;0,323232;5,25253;157.100;-60;-60
0,003143;0,323232;5,25253;157.150;-60;-60
0,003144;0,323232;5,25253;157.200;-60;-60
0,003145;0,327273;5,25253;157.250;-60;-60
0,003146;0,323232;5,25253;157.300;-46,3585;-60
0,003147;0,323232;5,25253;157.350;-46,9506;-60
0,003148;0,323232;5,25253;157.400;-60;-60
0,003149;0,327273;5,25253;157.450;-60;-60
0,00315;0,327273;5,25253;157.500;-60;-60
0,003151;0,323232;5,25253;157.550;-60;-60
0,003152;0,323232;5,25253;157.600;-60;-60
0,003153;0,323232;5,25253;157.650;-60;-60
0,003154;0,323232;5,21212;157.700;-60;-60
0,003155;0,323232;5,19192;157.750;-60;-60
0,003156;0,323232;5,25253;157.800;-51,0787;-60
0,003157;0,323232;5,25253;157.850;-54,3516;-60
0,003158;0,323232;5,25253;157.900;-60;-60
0,003159;0,327273;5,25253;157.950;-60;-60
0,00316;0,323232;5,25253;158.000;-60;-60
0,003161;0,323232;5,25253;158.050;-60;-60
0,003162;0,327273;5,25253;158.100;-60;-60
0,003163;0,323232;5,23232;158.150;-60;-60
0,003164;0,323232;5,25253;158.200;-60;-60
0,003165;0,323232;5,25253;158.250;-53,893;-60
0,003166;0,323232;5,25253;158.300;-45,2713;-60
0,003167;0,323232;5,25253;158.350;-51,6785;-60
0,003168;0,323232;5,25253;158.400;-60;-60
0,003169;0,323232;5,25253;158.450;-60;-60
0,00317;0,323232;5,25253;158.500;-60;-60
0,003171;0,327273;5,25253;158.550;-60;-60
0,003172;0,323232;5,23232;158.600;-60;-60
0,003173;0,323232;5,25253;158.650;-60;-60
0,003174;0,323232;5,23232;158.700;-60;-60
0,003175;0,323232;5,25253;158.750;-55,1956;-60
0,003176;0,319192;5,25253;158.800;-49,6234;-60
0,003177;0,323232;5,25253;158.850;-59,5826;-60
0,003178;0,323232;5,25253;158.900;-60;-60
0,003179;0,323232;5,25253;158.950;-60;-60
0,00318;0,327273;5,27273;159.000;-60;-60
0,003181;0,323232;5,25253;159.050;-60;-60
0,003182;0,327273;5,25253;159.100;-60;-60
0,003183;0,323232;5,23232;159.150;-60;-60
0,003184;0,327273;5,25253;159.200;-60;-60
0,003185;0,323232;5,23232;159.250;-48,8686;-60
0,003186;0,323232;5,25253;159.300;-46,4715;-60
0,003187;0,323232;5,23232;159.350;-59,7376;-60
0,003188;0,327273;5,25253;159.400;-60;-60
0,003189;0,319192;5,25253;159.450;-60;-60
0,00319;0,323232;5,25253;159.500;-60;-60
0,003191;0,323232;5,23232;159.550;-60;-60
0,003192;0,323232;5,25253;159.600;-60;-60
0,003193;0,323232;5,21212;159.650;-60;-60
0,003194;0,323232;5,25253;159.700;-60;-60
0,003195;0,323232;5,25253;159.750;-50,4919;-60
0,003196;0,323232;5,23232;159.800;-50,676;-60
0,003197;0,323232;5,25253;159.850;-60;-60
0,003198;0,323232;5,25253;159.900;-60;-60
0,003199;0,323232;5,25253;159.950;-60;-60
0,0032;0,323232;5,25253;160.000;-60;-60
0,003201;0,323232;5,25253;160.050;-60;-60
0,003202;0,327273;5,25253;160.100;-60;-60
0,003203;0,323232;5,23232;160.150;-60;-60
0,003204;0,323232;5,25253;160.200;-59,4561;-60
0,003205;0,323232;5,25253;160.250;-46,6452;-60
0,003206;0,323232;5,23232;160.300;-49,9161;-60
0,003207;0,323232;5,25253;160.350;-60;-60
0,003208;0,323232;5,25253;160.400;-60;-60
0,003209;0,319192;5,25253;160.450;-60;-60
0,00321;0,323232;5,25253;160.500;-60;-60
0,003211;0,323232;5,25253;160.550;-60;-60
0,003212;0,327273;5,25253;160.600;-60;-60
0,003213;0,327273;5,25253;160.650;-60;-60
0,003214;0,323232;5,25253;160.700;-56,918;-60
0,003215;0,323232;5,25253;160.750;-48,2529;-60
0,003216;0,323232;5,25253;160.800;-54,506;-60
0,003217;0,323232;5,25253;160.850;-60;-60
0,003218;0,323232;5,25253;160.900;-60;-60
0,003219;0,323232;5,25253;160.950;-60;-60
0,00322;0,323232;5,25253;161.000;-60;-60
0,003221;0,323232;5,21212;161.050;-60;-60
0,003222;0,319192;5,25253;161.100;-60;-60
0,003223;0,323232;5,25253;161.150;-60;-60
0,003224;0,327273;5,25253;161.200;-52,2311;-60
0,003225;0,323232;5,23232;161.250;-46,7214;-60
0,003226;0,323232;5,25253;161.300;-56,1645;-60
0,003227;0,323232;5,25253;161.350;-60;-60
0,003228;0,323232;5,25253;161.400;-60;-60
0,003229;0,323232;5,25253;161.450;-60;-60
0,00323;0,323232;5,25253;161.500;-60;-60
0,003231;0,323232;5,23232;161.550;-60;-60
0,003232;0,323232;5,23232;161.600;-60;-60
0,003233;0,323232;5,21212;161.650;-60;-60
0,003234;0,323232;5,23232;161.700;-51,0808;-60
0,003235;0,323232;5,23232;161.750;-48,2797;-60
0,003236;0,323232;5,25253;161.800;-60;-60
0,003237;0,323232;5,21212;161.850;-60;-60
0,003238;0,323232;5,25253;161.900;-60;-60
0,003239;0,323232;5,25253;161.950;-60;-60
0,00324;0,323232;5,25253;162.000;-60;-60
0,003241;0,327273;5,25253;162.050;-60;-60
0,003242;0,323232;5,25253;162.100;-60;-60
0,003243;0,327273;5,23232;162.150;-60;-60
0,003244;0,323232;5,25253;162.200;-48,7169;-60
0,003245;0,323232;5,25253;162.250;-49,0634;-60
0,003246;0,327273;5,25253;162.300;-60;-60
0,003247;0,323232;5,23232;162.350;-60;-60
0,003248;0,323232;5,23232;162.400;-60;-60
