,time,Status,bsPower,device,iBatt,percentBatt,uBatt
69,2023-05-27T08:49:21.192311Z,3,412,energy_cube,8.0,148,51.55
70,2023-05-27T08:49:22.173291Z,3,412,energy_cube,8.0,149,51.56
71,2023-05-27T08:49:23.178703Z,3,412,energy_cube,8.0,149,51.56
72,2023-05-27T08:49:24.170580Z,3,411,energy_cube,7.99,149,51.56
73,2023-05-27T08:49:25.182767Z,3,412,energy_cube,7.99,149,51.57
74,2023-05-27T08:49:26.180343Z,3,411,energy_cube,7.98,149,51.57
75,2023-05-27T08:49:27.206148Z,3,411,energy_cube,7.98,149,51.57
76,2023-05-27T08:49:28.209988Z,3,411,energy_cube,7.97,149,51.58
77,2023-05-27T08:49:29.180508Z,3,411,energy_cube,7.98,149,51.58
78,2023-05-27T08:49:30.199510Z,3,411,energy_cube,7.98,149,51.59
79,2023-05-27T08:49:31.184266Z,3,411,energy_cube,7.98,149,51.58
80,2023-05-27T08:49:32.200810Z,3,411,energy_cube,7.98,149,51.6
81,2023-05-27T08:49:33.189051Z,3,411,energy_cube,7.97,150,51.61
82,2023-05-27T08:49:34.194731Z,3,410,energy_cube,7.96,149,51.6
83,2023-05-27T08:49:35.191107Z,3,411,energy_cube,7.97,150,51.61
84,2023-05-27T08:49:36.192524Z,3,410,energy_cube,7.96,150,51.61
85,2023-05-27T08:49:37.207172Z,3,411,energy_cube,7.97,150,51.62
86,2023-05-27T08:49:38.194938Z,3,410,energy_cube,7.96,150,51.63
87,2023-05-27T08:49:39.198609Z,3,411,energy_cube,7.96,150,51.64
88,2023-05-27T08:49:40.200680Z,3,411,energy_cube,7.96,151,51.66
89,2023-05-27T08:49:41.198455Z,3,410,energy_cube,7.95,151,51.66
90,2023-05-27T08:49:42.205705Z,3,410,energy_cube,7.95,151,51.66
91,2023-05-27T08:49:43.197096Z,3,410,energy_cube,7.94,151,51.69
92,2023-05-27T08:49:44.206597Z,3,410,energy_cube,7.94,151,51.68
93,2023-05-27T08:49:45.201210Z,3,410,energy_cube,7.94,151,51.69
94,2023-05-27T08:49:46.201791Z,3,410,energy_cube,7.94,152,51.7
95,2023-05-27T08:49:47.213812Z,3,410,energy_cube,7.94,152,51.7
96,2023-05-27T08:49:48.212334Z,3,410,energy_cube,7.93,152,51.72
97,2023-05-27T08:49:49.216718Z,3,409,energy_cube,7.93,150,51.61
98,2023-05-27T08:49:50.215701Z,3,409,energy_cube,7.91,152,51.73
99,2023-05-27T08:49:51.238937Z,3,409,energy_cube,7.91,152,51.73
100,2023-05-27T08:49:52.216392Z,3,409,energy_cube,7.91,153,51.76
101,2023-05-27T08:49:53.215205Z,3,409,energy_cube,7.91,153,51.75
102,2023-05-27T08:49:54.215029Z,3,409,energy_cube,7.91,153,51.76
103,2023-05-27T08:49:55.223327Z,3,409,energy_cube,7.91,153,51.78
104,2023-05-27T08:49:56.229268Z,3,408,energy_cube,7.89,153,51.79
105,2023-05-27T08:49:57.234224Z,3,408,energy_cube,7.89,154,51.8
106,2023-05-27T08:49:58.221792Z,3,408,energy_cube,7.88,154,51.8
107,2023-05-27T08:49:59.219672Z,3,408,energy_cube,7.88,154,51.8
108,2023-05-27T08:50:00.224491Z,3,408,energy_cube,7.88,154,51.83
109,2023-05-27T08:50:01.229652Z,3,408,energy_cube,7.88,154,51.83
110,2023-05-27T08:50:02.230437Z,3,408,energy_cube,7.87,155,51.87
111,2023-05-27T08:50:03.226413Z,3,407,energy_cube,7.86,156,51.89
112,2023-05-27T08:50:04.238560Z,3,407,energy_cube,7.85,156,51.91
113,2023-05-27T08:50:05.231302Z,3,406,energy_cube,7.83,156,51.93
114,2023-05-27T08:50:06.242500Z,3,406,energy_cube,7.83,157,51.94
115,2023-05-27T08:50:07.239203Z,3,406,energy_cube,7.83,156,51.93
116,2023-05-27T08:50:08.237102Z,3,406,energy_cube,7.82,157,51.94
117,2023-05-27T08:50:09.239456Z,3,406,energy_cube,7.82,157,51.96
118,2023-05-27T08:50:10.271770Z,3,406,energy_cube,7.82,157,51.96
119,2023-05-27T08:50:11.253155Z,3,406,energy_cube,7.82,157,51.96
120,2023-05-27T08:50:12.261286Z,3,405,energy_cube,7.81,157,51.98
121,2023-05-27T08:50:13.243860Z,3,405,energy_cube,7.8,157,51.98
122,2023-05-27T08:50:14.243340Z,3,405,energy_cube,7.8,157,51.98
123,2023-05-27T08:50:15.258253Z,3,405,energy_cube,7.79,158,52.0
124,2023-05-27T08:50:16.259922Z,3,405,energy_cube,7.8,158,52.0
125,2023-05-27T08:50:17.291307Z,3,405,energy_cube,7.8,158,52.0
126,2023-05-27T08:50:18.248031Z,3,405,energy_cube,7.8,158,52.01
127,2023-05-27T08:50:19.249188Z,3,405,energy_cube,7.79,158,52.0
128,2023-05-27T08:50:20.261202Z,3,404,energy_cube,7.78,158,52.02
129,2023-05-27T08:50:21.252015Z,3,404,energy_cube,7.78,158,52.03
130,2023-05-27T08:50:22.263230Z,3,404,energy_cube,7.78,158,52.03
131,2023-05-27T08:50:23.252566Z,3,404,energy_cube,7.77,158,52.03
132,2023-05-27T08:50:24.275292Z,3,404,energy_cube,7.77,159,52.05
133,2023-05-27T08:50:25.260020Z,3,404,energy_cube,7.78,159,52.05
134,2023-05-27T08:50:26.264142Z,3,404,energy_cube,7.77,159,52.06
135,2023-05-27T08:50:27.260966Z,3,404,energy_cube,7.77,160,52.08
136,2023-05-27T08:50:28.267532Z,3,404,energy_cube,7.76,159,52.07
137,2023-05-27T08:50:29.264970Z,3,403,energy_cube,7.75,160,52.08
138,2023-05-27T08:50:30.268436Z,3,403,energy_cube,7.75,160,52.08
139,2023-05-27T08:50:31.259230Z,3,403,energy_cube,7.75,160,52.1
140,2023-05-27T08:50:32.280942Z,3,403,energy_cube,7.75,160,52.11
141,2023-05-27T08:50:33.284990Z,3,404,energy_cube,7.75,161,52.14
142,2023-05-27T08:50:34.276290Z,3,404,energy_cube,7.75,161,52.14
143,2023-05-27T08:50:35.280264Z,3,404,energy_cube,7.75,161,52.13
144,2023-05-27T08:50:36.288351Z,3,403,energy_cube,7.73,161,52.14
145,2023-05-27T08:50:37.276981Z,3,402,energy_cube,7.73,160,52.12
146,2023-05-27T08:50:38.288258Z,3,402,energy_cube,7.72,160,52.12
147,2023-05-27T08:50:39.282975Z,3,402,energy_cube,7.73,161,52.13
148,2023-05-27T08:50:40.280389Z,3,403,energy_cube,7.74,161,52.15
149,2023-05-27T08:50:41.296650Z,3,403,energy_cube,7.74,161,52.15
150,2023-05-27T08:50:42.285072Z,3,403,energy_cube,7.73,161,52.17
151,2023-05-27T08:50:43.285894Z,3,403,energy_cube,7.73,161,52.17
152,2023-05-27T08:50:44.285274Z,3,402,energy_cube,7.71,161,52.17
153,2023-05-27T08:50:45.287321Z,3,401,energy_cube,7.7,162,52.2
154,2023-05-27T08:50:46.289777Z,3,400,energy_cube,7.67,163,52.26
155,2023-05-27T08:50:47.295771Z,3,400,energy_cube,7.65,164,52.31
156,2023-05-27T08:50:48.297723Z,3,399,energy_cube,7.64,165,52.34
157,2023-05-27T08:50:49.291414Z,3,399,energy_cube,7.63,166,52.39
158,2023-05-27T08:50:50.299183Z,3,399,energy_cube,7.62,166,52.41
159,2023-05-27T08:50:51.301241Z,3,398,energy_cube,7.61,167,52.42
160,2023-05-27T08:50:52.296391Z,3,394,energy_cube,7.49,172,52.68
161,2023-05-27T08:50:53.311761Z,3,393,energy_cube,7.48,172,52.67
162,2023-05-27T08:50:54.299655Z,3,394,energy_cube,7.48,172,52.68
163,2023-05-27T08:50:55.309551Z,3,393,energy_cube,7.48,172,52.67
164,2023-05-27T08:50:56.300139Z,3,394,energy_cube,7.49,172,52.68
165,2023-05-27T08:50:57.301672Z,3,394,energy_cube,7.49,172,52.68
166,2023-05-27T08:50:58.311760Z,3,395,energy_cube,7.5,172,52.68
167,2023-05-27T08:50:59.302678Z,3,394,energy_cube,7.49,172,52.68
168,2023-05-27T08:51:00.314322Z,3,394,energy_cube,7.49,172,52.68
169,2023-05-27T08:51:01.347861Z,3,394,energy_cube,7.49,172,52.68
170,2023-05-27T08:51:02.327379Z,3,394,energy_cube,7.49,172,52.67
171,2023-05-27T08:51:03.311534Z,3,393,energy_cube,7.48,172,52.67
172,2023-05-27T08:51:04.320058Z,3,394,energy_cube,7.48,172,52.68
173,2023-05-27T08:51:05.313176Z,3,394,energy_cube,7.49,172,52.67
174,2023-05-27T08:51:06.314215Z,3,394,energy_cube,7.49,172,52.68
175,2023-05-27T08:51:07.314142Z,3,395,energy_cube,7.5,172,52.68
176,2023-05-27T08:51:08.315989Z,3,395,energy_cube,7.5,172,52.67
177,2023-05-27T08:51:09.350155Z,3,394,energy_cube,7.49,172,52.68
178,2023-05-27T08:51:10.323581Z,3,394,energy_cube,7.49,172,52.67
179,2023-05-27T08:51:11.326591Z,3,394,energy_cube,7.49,172,52.67
180,2023-05-27T08:51:12.342935Z,3,394,energy_cube,7.49,172,52.67
181,2023-05-27T08:51:13.333477Z,3,394,energy_cube,7.49,172,52.68
182,2023-05-27T08:51:14.332209Z,3,394,energy_cube,7.49,172,52.69
183,2023-05-27T08:51:15.331662Z,3,395,energy_cube,7.5,172,52.67
184,2023-05-27T08:51:16.332155Z,3,395,energy_cube,7.5,172,52.67
185,2023-05-27T08:51:17.328680Z,3,395,energy_cube,7.5,172,52.67
186,2023-05-27T08:51:18.338692Z,3,394,energy_cube,7.49,172,52.67
187,2023-05-27T08:51:19.340949Z,3,394,energy_cube,7.49,172,52.67
188,2023-05-27T08:51:20.338864Z,3,394,energy_cube,7.49,172,52.67
189,2023-05-27T08:51:21.356276Z,3,394,energy_cube,7.49,172,52.68
190,2023-05-27T08:51:22.336829Z,3,394,energy_cube,7.49,172,52.66
191,2023-05-27T08:51:23.341623Z,3,395,energy_cube,7.5,172,52.68
192,2023-05-27T08:51:24.342136Z,3,395,energy_cube,7.5,172,52.67
193,2023-05-27T08:51:25.344851Z,3,395,energy_cube,7.5,172,52.68
194,2023-05-27T08:51:26.352555Z,3,394,energy_cube,7.49,172,52.67
195,2023-05-27T08:51:27.347566Z,3,394,energy_cube,7.49,172,52.67
196,2023-05-27T08:51:28.364710Z,3,394,energy_cube,7.49,172,52.67
197,2023-05-27T08:51:29.352619Z,3,394,energy_cube,7.49,172,52.66
198,2023-05-27T08:51:30.346638Z,3,394,energy_cube,7.49,172,52.67
199,2023-05-27T08:51:31.402642Z,3,394,energy_cube,7.49,172,52.67
200,2023-05-27T08:51:32.352988Z,3,394,energy_cube,7.49,172,52.68
201,2023-05-27T08:51:33.368335Z,3,395,energy_cube,7.5,172,52.67
202,2023-05-27T08:51:34.357696Z,3,395,energy_cube,7.5,172,52.67
203,2023-05-27T08:51:35.362358Z,3,394,energy_cube,7.49,172,52.68
204,2023-05-27T08:51:36.355274Z,3,394,energy_cube,7.49,172,52.68
205,2023-05-27T08:51:37.358430Z,3,393,energy_cube,7.48,172,52.67
206,2023-05-27T08:51:38.361975Z,3,394,energy_cube,7.49,172,52.67
207,2023-05-27T08:51:39.357731Z,3,394,energy_cube,7.49,172,52.67
208,2023-05-27T08:51:40.377599Z,3,395,energy_cube,7.5,172,52.67
209,2023-05-27T08:51:41.362597Z,3,395,energy_cube,7.5,172,52.68
210,2023-05-27T08:51:42.366662Z,3,395,energy_cube,7.5,172,52.67
211,2023-05-27T08:51:43.368984Z,3,394,energy_cube,7.5,172,52.66
212,2023-05-27T08:51:44.360524Z,3,395,energy_cube,7.5,172,52.67
213,2023-05-27T08:51:45.368342Z,3,394,energy_cube,7.49,172,52.66
214,2023-05-27T08:51:46.381051Z,3,394,energy_cube,7.49,172,52.66
215,2023-05-27T08:51:47.377917Z,3,394,energy_cube,7.49,172,52.67
216,2023-05-27T08:51:48.372546Z,3,394,energy_cube,7.5,172,52.66
217,2023-05-27T08:51:49.388434Z,3,395,energy_cube,7.5,172,52.67
218,2023-05-27T08:51:50.378124Z,3,394,energy_cube,7.5,172,52.66
219,2023-05-27T08:51:51.385356Z,3,395,energy_cube,7.5,172,52.67
220,2023-05-27T08:51:52.381841Z,3,394,energy_cube,7.49,172,52.67
221,2023-05-27T08:51:53.384207Z,3,394,energy_cube,7.49,172,52.67
222,2023-05-27T08:51:54.389051Z,3,394,energy_cube,7.49,172,52.66
223,2023-05-27T08:51:55.388052Z,3,394,energy_cube,7.49,172,52.66
224,2023-05-27T08:51:56.412116Z,3,394,energy_cube,7.5,172,52.66
225,2023-05-27T08:51:57.436964Z,3,394,energy_cube,7.5,172,52.66
226,2023-05-27T08:51:58.390408Z,3,395,energy_cube,7.5,172,52.67
227,2023-05-27T08:51:59.398041Z,3,394,energy_cube,7.5,172,52.66
228,2023-05-27T08:52:00.387934Z,3,394,energy_cube,7.5,172,52.66
229,2023-05-27T08:52:01.397476Z,3,394,energy_cube,7.5,172,52.66
230,2023-05-27T08:52:02.398414Z,3,395,energy_cube,7.5,172,52.67
231,2023-05-27T08:52:03.394613Z,3,394,energy_cube,7.5,172,52.66
232,2023-05-27T08:52:04.396760Z,3,394,energy_cube,7.49,172,52.66
233,2023-05-27T08:52:05.395445Z,3,394,energy_cube,7.5,172,52.66
234,2023-05-27T08:52:06.400382Z,3,394,energy_cube,7.5,171,52.65
235,2023-05-27T08:52:07.403701Z,3,395,energy_cube,7.51,171,52.65
236,2023-05-27T08:52:08.398322Z,3,395,energy_cube,7.51,172,52.66
237,2023-05-27T08:52:09.408073Z,3,395,energy_cube,7.51,171,52.65
238,2023-05-27T08:52:10.404090Z,3,394,energy_cube,7.5,171,52.65
239,2023-05-27T08:52:11.412772Z,3,394,energy_cube,7.5,171,52.65
240,2023-05-27T08:52:12.435992Z,3,394,energy_cube,7.5,171,52.65
241,2023-05-27T08:52:13.407361Z,3,394,energy_cube,7.5,171,52.64
242,2023-05-27T08:52:14.409854Z,3,394,energy_cube,7.5,171,52.64
243,2023-05-27T08:52:15.414527Z,3,395,energy_cube,7.51,171,52.64
244,2023-05-27T08:52:16.410184Z,3,395,energy_cube,7.51,171,52.65
245,2023-05-27T08:52:17.424245Z,3,395,energy_cube,7.51,171,52.65
246,2023-05-27T08:52:18.411180Z,3,396,energy_cube,7.52,172,52.66
247,2023-05-27T08:52:19.417271Z,3,395,energy_cube,7.51,171,52.63
248,2023-05-27T08:52:20.417612Z,3,394,energy_cube,7.5,171,52.63
249,2023-05-27T08:52:21.420536Z,3,394,energy_cube,7.5,171,52.63
250,2023-05-27T08:52:22.420972Z,3,394,energy_cube,7.5,171,52.63
251,2023-05-27T08:52:23.421129Z,3,394,energy_cube,7.5,171,52.63
252,2023-05-27T08:52:24.424344Z,3,395,energy_cube,7.51,171,52.64
253,2023-05-27T08:52:25.435340Z,3,395,energy_cube,7.51,171,52.63
254,2023-05-27T08:52:26.423330Z,3,395,energy_cube,7.52,171,52.65
255,2023-05-27T08:52:27.424536Z,3,395,energy_cube,7.51,171,52.65
256,2023-05-27T08:52:28.424840Z,3,395,energy_cube,7.51,171,52.64
257,2023-05-27T08:52:29.444551Z,3,395,energy_cube,7.51,171,52.63
258,2023-05-27T08:52:30.430736Z,3,394,energy_cube,7.5,171,52.63
259,2023-05-27T08:52:31.434596Z,3,394,energy_cube,7.5,171,52.64
260,2023-05-27T08:52:32.437765Z,3,394,energy_cube,7.5,171,52.63
261,2023-05-27T08:52:33.430652Z,3,395,energy_cube,7.51,171,52.63
262,2023-05-27T08:52:34.434426Z,3,395,energy_cube,7.51,171,52.63
263,2023-05-27T08:52:35.435787Z,3,395,energy_cube,7.51,171,52.65
264,2023-05-27T08:52:36.457018Z,3,395,energy_cube,7.52,171,52.63
265,2023-05-27T08:52:37.441185Z,3,395,energy_cube,7.51,171,52.65
266,2023-05-27T08:52:38.443133Z,3,395,energy_cube,7.51,171,52.64
267,2023-05-27T08:52:39.450165Z,3,395,energy_cube,7.51,171,52.63
268,2023-05-27T08:52:40.461062Z,3,395,energy_cube,7.51,171,52.62
269,2023-05-27T08:52:41.447726Z,3,395,energy_cube,7.51,171,52.62
270,2023-05-27T08:52:42.448214Z,3,395,energy_cube,7.51,171,52.63
271,2023-05-27T08:52:43.448569Z,3,395,energy_cube,7.51,171,52.62
272,2023-05-27T08:52:44.451167Z,3,395,energy_cube,7.52,171,52.63
273,2023-05-27T08:52:45.450207Z,3,395,energy_cube,7.52,171,52.63
274,2023-05-27T08:52:46.463151Z,3,395,energy_cube,7.51,171,52.63
275,2023-05-27T08:52:47.582351Z,3,395,energy_cube,7.51,171,52.63
276,2023-05-27T08:52:48.459952Z,3,395,energy_cube,7.51,171,52.62
277,2023-05-27T08:52:49.658917Z,3,394,energy_cube,7.5,171,52.62
278,2023-05-27T08:52:50.825566Z,3,395,energy_cube,7.51,171,52.62
279,2023-05-27T08:52:52.727243Z,3,395,energy_cube,7.51,171,52.63
280,2023-05-27T08:52:52.918689Z,3,396,energy_cube,7.53,171,52.64
281,2023-05-27T08:52:53.468554Z,3,395,energy_cube,7.52,171,52.64
282,2023-05-27T08:52:54.457766Z,3,396,energy_cube,7.53,171,52.63
283,2023-05-27T08:52:55.477688Z,3,395,energy_cube,7.51,171,52.63
284,2023-05-27T08:52:56.465543Z,3,395,energy_cube,7.51,171,52.63
285,2023-05-27T08:52:58.899260Z,3,395,energy_cube,7.51,171,52.62
286,2023-05-27T08:52:59.166473Z,3,394,energy_cube,7.5,171,52.62
287,2023-05-27T08:52:59.520009Z,3,395,energy_cube,7.52,171,52.63
288,2023-05-27T08:53:00.473474Z,3,395,energy_cube,7.52,171,52.63
289,2023-05-27T08:53:01.561590Z,3,395,energy_cube,7.52,171,52.64
290,2023-05-27T08:53:02.508277Z,3,395,energy_cube,7.52,171,52.64
291,2023-05-27T08:53:03.476255Z,3,395,energy_cube,7.51,171,52.63
292,2023-05-27T08:53:04.892141Z,3,395,energy_cube,7.51,171,52.63
293,2023-05-27T08:53:05.521105Z,3,395,energy_cube,7.51,171,52.63
294,2023-05-27T08:53:06.481215Z,3,395,energy_cube,7.51,171,52.63
295,2023-05-27T08:53:07.481157Z,3,395,energy_cube,7.51,171,52.63
296,2023-05-27T08:53:08.492220Z,3,394,energy_cube,7.49,171,52.63
297,2023-05-27T08:53:09.487942Z,3,395,energy_cube,7.52,171,52.63
298,2023-05-27T08:53:10.498814Z,3,395,energy_cube,7.52,171,52.64
299,2023-05-27T08:53:11.485571Z,3,395,energy_cube,7.51,171,52.63
300,2023-05-27T08:53:12.497122Z,3,395,energy_cube,7.51,171,52.62
301,2023-05-27T08:53:13.484395Z,3,395,energy_cube,7.51,171,52.63
302,2023-05-27T08:53:14.494333Z,3,395,energy_cube,7.51,171,52.63
303,2023-05-27T08:53:15.490605Z,3,395,energy_cube,7.52,171,52.64
304,2023-05-27T08:53:16.496500Z,3,395,energy_cube,7.52,171,52.64
305,2023-05-27T08:53:17.497343Z,3,395,energy_cube,7.52,171,52.63
306,2023-05-27T08:53:18.521639Z,3,395,energy_cube,7.52,171,52.65
307,2023-05-27T08:53:19.520757Z,3,395,energy_cube,7.52,171,52.63
308,2023-05-27T08:53:20.555667Z,3,395,energy_cube,7.51,171,52.63
309,2023-05-27T08:53:21.548813Z,3,395,energy_cube,7.52,171,52.63
310,2023-05-27T08:53:22.527437Z,3,395,energy_cube,7.51,171,52.62
311,2023-05-27T08:53:23.517085Z,3,395,energy_cube,7.51,171,52.62
312,2023-05-27T08:53:24.522269Z,3,395,energy_cube,7.52,171,52.62
313,2023-05-27T08:53:25.520228Z,3,395,energy_cube,7.52,171,52.62
314,2023-05-27T08:53:26.513072Z,3,395,energy_cube,7.52,171,52.64
315,2023-05-27T08:53:27.524721Z,3,395,energy_cube,7.51,171,52.63
316,2023-05-27T08:53:28.535998Z,3,395,energy_cube,7.51,171,52.64
317,2023-05-27T08:53:29.512448Z,3,395,energy_cube,7.51,171,52.64
318,2023-05-27T08:53:30.520819Z,3,395,energy_cube,7.51,171,52.63
319,2023-05-27T08:53:31.565148Z,3,394,energy_cube,7.5,171,52.63
320,2023-05-27T08:53:32.513645Z,3,395,energy_cube,7.51,171,52.65
321,2023-05-27T08:53:33.516331Z,3,395,energy_cube,7.51,171,52.64
322,2023-05-27T08:53:34.527519Z,3,395,energy_cube,7.52,171,52.65
323,2023-05-27T08:53:35.515327Z,3,395,energy_cube,7.51,171,52.64
324,2023-05-27T08:53:36.512227Z,3,395,energy_cube,7.51,171,52.65
325,2023-05-27T08:53:37.527697Z,3,395,energy_cube,7.51,171,52.63
326,2023-05-27T08:53:38.527158Z,3,395,energy_cube,7.51,171,52.64
327,2023-05-27T08:53:39.533125Z,3,395,energy_cube,7.51,171,52.64
328,2023-05-27T08:53:40.530030Z,3,395,energy_cube,7.51,171,52.64
329,2023-05-27T08:53:41.523638Z,3,395,energy_cube,7.51,171,52.64
330,2023-05-27T08:53:42.525661Z,3,395,energy_cube,7.52,171,52.64
331,2023-05-27T08:53:43.531727Z,3,395,energy_cube,7.51,171,52.64
332,2023-05-27T08:53:44.527190Z,3,395,energy_cube,7.51,171,52.64
333,2023-05-27T08:53:45.533726Z,3,395,energy_cube,7.51,171,52.63
334,2023-05-27T08:53:46.528591Z,3,395,energy_cube,7.51,171,52.63
335,2023-05-27T08:53:47.535298Z,3,394,energy_cube,7.5,171,52.63
336,2023-05-27T08:53:48.535204Z,3,395,energy_cube,7.51,171,52.63
337,2023-05-27T08:53:49.583546Z,3,395,energy_cube,7.51,171,52.63
338,2023-05-27T08:53:50.542423Z,3,395,energy_cube,7.51,171,52.65
339,2023-05-27T08:53:51.732553Z,3,395,energy_cube,7.51,171,52.65
340,2023-05-27T08:53:52.582597Z,3,395,energy_cube,7.51,171,52.64
341,2023-05-27T08:53:53.543344Z,3,395,energy_cube,7.51,171,52.64
342,2023-05-27T08:53:54.544295Z,3,395,energy_cube,7.51,171,52.64
343,2023-05-27T08:53:55.580438Z,3,394,energy_cube,7.5,171,52.63
344,2023-05-27T08:53:56.555808Z,3,394,energy_cube,7.5,171,52.64
345,2023-05-27T08:53:57.559049Z,3,395,energy_cube,7.51,171,52.63
346,2023-05-27T08:53:58.555289Z,3,395,energy_cube,7.51,171,52.64
347,2023-05-27T08:53:59.577824Z,3,395,energy_cube,7.51,171,52.65
